chr	position	value	color
10	9183771	0.258	b
10	9236026	0.501	b
10	9248481	0.501	b
10	9254822	0.061	b
10	9269917	0.059	b
10	9273463	0.059	b
10	9275219	1.783	b
10	9286067	0.166	b
10	9286989	0.156	b
10	9293157	0.501	b
10	9300162	0.359	b
10	9302695	0.212	b
10	9310220	0.059	b
10	9310492	0.156	b
10	9312455	0.059	b
10	9329411	0.44	b
10	9331342	0.526	b
10	9332895	0.178	b
10	9381076	0.011	b
10	9396215	0.204	b
10	9398228	0.157	b
10	9403968	0.196	b
10	9425109	0.01	b
10	9425893	0.269	b
10	9449731	0.088	b
10	9460095	0.203	b
10	9464314	0.702	b
10	9481926	0.34	b
10	9483377	0.518	b
10	9483489	0.157	b
10	9486301	0.059	b
10	9486742	0.611	b
10	9497395	0.157	b
10	9500286	0.14	b
10	9527912	0.047	b
10	9528477	0.047	b
10	9529649	0.047	b
10	9533862	0.047	b
10	9534973	0.047	b
10	9552832	0.501	b
10	9565778	0.059	b
10	9573430	0.105	b
10	9575052	0.381	b
10	9577211	0.708	b
10	9581249	0.203	b
10	9582257	0.302	b
10	9603155	0.224	b
10	9620683	0.203	b
10	9620897	0.051	b
10	9622233	0.156	b
10	9633826	0.271	b
10	9674361	0.003	b
10	9714978	0.514	b
10	9726282	0.297	b
10	9726619	0.485	b
10	9731740	0.224	b
10	9732782	0.514	b
10	9747560	0.047	b
10	9765245	0.286	b
10	9767789	0.247	b
10	9800499	0.138	b
10	9802913	0.134	b
10	9810656	0.785	b
10	9829760	0.778	b
10	9847232	0.842	b
10	9848028	0.164	b
10	9864080	0.224	b
10	9884928	0.124	b
10	9924395	0.03	b
10	9927810	0.03	b
10	9948911	0.61	b
10	9950803	0.007	b
10	9958974	0.069	b
10	10002102	0.104	b
10	10002199	0.054	b
10	10015116	0.296	b
10	10025469	0.553	b
10	10055716	0.116	b
10	10075783	0.818	b
10	10079626	0.371	b
10	10133470	0.123	b
10	10141897	0.474	b
10	10150910	1.248	b
10	10184652	1.549	b
10	10188955	1.154	b
10	10195093	0.154	b
10	10221915	0.302	b
10	10224835	0.197	b
10	10227526	0.674	b
10	10240833	0.319	b
10	10248243	0.224	b
10	10251379	0.224	b
10	10257787	0.619	b
10	10259315	0.229	b
10	10259806	0.729	b
10	10276564	0.16	b
10	10316582	0.029	b
10	10316832	0.005	b
10	10336531	0.155	b
10	10337601	0.155	b
10	10349611	0.442	b
10	10355780	0.586	b
10	10376376	0.537	b
10	10379252	0.303	b
10	10393067	0.008	b
10	10398944	0.008	b
10	10403519	0.208	b
10	10405107	0.008	b
10	10407556	0.442	b
10	10407774	0.155	b
10	10420410	0.256	b
10	10425035	0.155	b
10	10426450	0.155	b
10	10431444	0.205	b
10	10464136	0.502	b
10	10493317	0.208	b
10	10494730	0.208	b
10	10494851	0.208	b
10	10500762	0.467	b
10	10512032	0.147	b
10	10512468	0.172	b
10	10531507	0.099	b
10	10536168	0.115	b
10	10548913	0.445	b
10	10574262	0.147	b
10	10574415	0.08	b
10	10577168	0.445	b
10	10581948	0.172	b
10	10605847	0.278	b
10	10646491	0.375	b
10	10653851	0.401	b
10	10664059	0.22	b
10	10677691	0.213	b
10	10685525	0.128	b
10	10696341	0.128	b
10	10708932	0.479	b
10	10718154	0.245	b
10	10851905	0.575	b
10	10855267	1.719	b
10	10856601	0.227	b
10	10863043	0.097	b
10	10868092	0.128	b
10	10879117	0.278	b
10	10886316	0.388	b
10	10889069	0.099	b
10	10894006	0.579	b
10	10894771	0.382	b
10	10895606	0.382	b
10	10907314	0.382	b
10	10915176	0.382	b
10	10915278	0.382	b
10	10933780	0.617	b
10	10943558	0.27	b
10	10991580	0.382	b
10	10991765	0.382	b
10	11000514	0.245	b
10	11006390	0.382	b
10	11006900	0.345	b
10	11028990	0.345	b
10	11062750	0.612	b
10	11084021	0.184	b
10	11087840	0.206	b
10	11090336	0.023	b
10	11110582	0.184	b
10	11114500	0.424	b
10	11120060	0.008	b
10	11144074	0.306	b
10	11164083	0.042	b
10	11178533	0.016	b
10	11183026	0.592	b
10	11191719	0.592	b
10	11199296	0.651	b
10	11216782	0.021	b
10	11271261	0.413	b
10	11284613	0.512	b
10	11294881	0.214	b
10	11309340	0.194	b
10	11309980	0.609	b
10	11310151	0.322	b
10	11354373	0.312	b
10	11439130	0.464	b
10	11472573	0.069	b
10	11477334	0.592	b
10	11514650	0.654	b
10	11515783	0.005	b
10	11523819	0.204	b
10	11528607	0.204	b
10	11529264	0.262	b
10	11550656	0.914	b
10	11571654	0.085	b
10	11585839	0.499	b
10	11592712	0.074	b
10	11640795	0.622	b
10	11651047	0.88	b
10	11662910	0.756	b
10	11683926	0.019	b
10	11691410	0.757	b
10	11720327	0.269	b
10	11758856	0.15	b
10	11771349	0.394	b
10	11774439	0.087	b
10	11776605	0.055	b
10	11777609	0.019	b
10	11778514	0.15	b
10	11778666	0.055	b
10	11788478	0.055	b
10	11790014	0.055	b
10	11791804	0.055	b
10	11796233	0.165	b
10	11798623	0.15	b
10	11809302	0.094	b
10	11833354	0.025	b
10	11842889	0.334	b
10	11864059	0.203	b
10	11884338	0.416	b
10	11888402	0.203	b
10	11895022	0.14	b
10	11898237	0.359	b
10	11899869	0.09	b
10	11909612	0.454	b
10	11938242	0.12	b
10	11987243	0.857	b
10	11990496	0.664	b
10	12014932	0.66	b
10	12016375	0.66	b
10	12045585	0.286	b
10	12077863	0.45	b
10	12105838	0.423	b
10	12130108	0.45	b
10	12130379	0.45	b
10	12150588	0.627	b
10	12217469	0.438	b
10	12250481	0.45	b
10	12279796	0.535	b
10	12284648	0.535	b
10	12306575	0.622	b
10	12313956	0.243	b
10	12323660	0.647	b
10	12338288	0.45	b
10	12362284	0.45	b
10	12429287	0.45	b
10	12470826	0.45	b
10	12578957	0.45	b
10	12715522	0.337	b
10	12733695	0.337	b
10	12789397	0.337	b
10	12866467	0.337	b
10	12870748	0.337	b
10	12873330	0.337	b
10	12877827	0.237	b
10	12880197	0.337	b
10	12880631	0.343	b
10	12950460	0.337	b
10	12963787	0.422	b
10	12969768	0.783	b
10	12977304	0.289	b
10	12990242	0.069	b
10	12993664	1.162	b
10	12995905	0.243	b
10	13035098	0.188	b
10	13049834	0.248	b
10	13063930	0.364	b
10	13094784	0.364	b
10	13145697	0.364	b
10	13153384	0.174	b
10	13191101	0.028	b
10	13203333	0.174	b
10	13210663	0.236	b
10	13217779	0.174	b
10	13262440	0.239	b
10	13321838	0.613	b
10	13342701	0.58	b
10	13440982	0.735	b
10	13459094	0.473	b
10	13564634	0.171	b
10	13568372	0.373	b
10	13583351	0.206	b
10	13592219	0.772	b
10	13603142	0.772	b
10	13648115	1.004	b
10	13666413	1.952	b
10	13672903	0.868	b
10	13713963	0.537	b
10	13715252	0.868	b
10	13721808	1.027	b
10	14244779	0.318	b
10	14322142	0.11	b
10	14449951	1.281	b
10	14452880	0.587	b
10	14455851	0.767	b
10	14472277	0.027	b
10	15113771	0.077	b
10	15142679	0.421	b
10	15409983	0.941	b
10	15437271	0.058	b
10	15475600	0.058	b
10	15486450	0.415	b
10	15504978	0.415	b
10	15511874	0.415	b
10	15523520	0.058	b
10	15556352	0.058	b
10	15591609	0.463	b
10	15637772	0.297	b
10	15663528	0.249	b
10	15676924	0.387	b
10	15689718	0.09	b
10	15706951	0.861	b
10	15775007	0.001	b
10	15808333	0.637	b
10	15825702	0.189	b
10	15830057	0.021	b
10	15848630	0.021	b
10	15857418	0.256	b
10	15858204	0.071	b
10	15872002	0.256	b
10	15872961	0.425	b
10	15896995	0.256	b
10	15920240	0.088	b
10	15924456	0.004	b
10	15954418	0.256	b
10	15968792	0.293	b
10	15971863	0.293	b
10	15980198	0.311	b
10	15988956	0.088	b
10	15991195	0.109	b
10	16012507	0.092	b
10	16020597	0.021	b
10	16061839	0.056	b
10	16067217	0.025	b
10	16073643	0.025	b
10	16079929	0.092	b
10	16107004	0.092	b
10	16115672	0.032	b
10	16161853	0.058	b
10	16165803	0.106	b
10	16167358	0.106	b
10	16170231	0.106	b
10	16193331	0.206	b
10	16198056	0.14	b
10	16211418	0.002	b
10	16226592	0.06	b
10	16237321	0.092	b
10	16264489	0.121	b
10	16309993	0.318	b
10	16332581	0.398	b
10	16336666	0.398	b
10	16384813	0.23	b
10	16386984	0.622	b
10	16412076	0.124	b
10	16417288	0.124	b
10	16431095	1.433	b
10	16438841	0.593	b
10	16445446	0.325	b
10	16462166	0.108	b
10	16464697	0.076	b
10	16465838	0.262	b
10	16495461	1.453	b
10	16508212	0.986	b
10	16537880	0.391	b
10	16554889	1.779	b
10	16571162	1.417	b
10	16576848	1.661	b
10	16576888	1.779	b
10	16577427	0.387	b
10	16583732	1.661	b
10	16587719	1.661	b
10	16603774	1.558	b
10	16603886	1.558	b
10	16632833	1.718	b
10	16633355	1.779	b
10	16743650	1.661	b
10	16792627	0.866	b
10	16820610	0.832	b
10	16834103	0.304	b
10	16845392	0.528	b
10	16858573	1.482	b
10	16866459	0.304	b
10	16922398	0.528	b
10	16933943	1.482	b
10	16946773	0.863	b
10	16968045	0.304	b
10	17025025	0.211	b
10	17129435	0.211	b
10	17151718	0.279	b
10	17153053	0.275	b
10	17167235	0.279	b
10	17174626	0.104	b
10	17176984	0.104	b
10	17185997	1.045	b
10	17191497	0.279	b
10	17237818	0.003	b
10	17251385	0.165	b
10	17260307	0.165	b
10	17296506	0.111	b
10	17310329	0.201	b
10	17313818	0.165	b
10	17369613	0.275	b
10	17436957	0.364	b
10	17454709	0.709	b
10	17456541	0.75	b
10	17468105	1.144	b
10	17498761	0.114	b
10	17583132	0.114	b
10	17637811	0.135	b
10	17673936	0.003	b
10	17799464	0.088	b
10	17813293	0.022	b
10	17893792	0.916	b
10	17902454	0.6	b
10	17923128	0.912	b
10	17923160	0.413	b
10	17939032	0.446	b
10	17972453	0.257	b
10	17972926	0.097	b
10	17973423	0.387	b
10	17974611	0.387	b
10	17993201	0.2	b
10	18023964	0.024	b
10	18045145	0.323	b
10	18053322	0.068	b
10	18090727	0.101	b
10	18137987	0.096	b
10	18166396	0.209	b
10	18195995	0.114	b
10	18290986	0.159	b
10	18296098	0.159	b
10	18307918	0.275	b
10	18329264	0.284	b
10	18378707	0.032	b
10	18379757	0.04	b
10	18389355	0.515	b
10	18397281	0.089	b
10	18410224	0.055	b
10	18505023	0.08	b
10	18527976	0.092	b
10	18561136	0.26	b
10	18562436	0.14	b
10	18563313	0.325	b
10	18582168	0.365	b
10	18587599	0.147	b
10	18591761	0.41	b
10	18609359	0.523	b
10	18704305	0.464	b
10	18741180	0.523	b
10	18747368	0.798	b
10	18778353	0.546	b
10	18829741	0.464	b
10	18844942	0.267	b
10	18890917	0.464	b
10	18956520	0.267	b
10	18992427	0.299	b
10	19030497	0.267	b
10	19050573	0.267	b
10	19065022	0.164	b
10	19067012	0.147	b
10	19073674	0.064	b
10	19141879	0.335	b
10	19145664	0.619	b
10	19213280	0.471	b
10	19254294	0.89	b
10	19306822	0.89	b
10	19316432	1.939	b
10	19342117	0.89	b
10	19342767	0.471	b
10	19399085	0.89	b
10	19399394	0.89	b
10	19407476	0.847	b
10	19485641	0.843	b
10	19493919	0.843	b
10	19513055	0.843	b
10	19513542	0.812	b
10	19523663	0.804	b
10	19540212	0.843	b
10	19578494	0.143	b
10	19626445	0.477	b
10	19656029	0.007	b
10	19656149	0.145	b
10	19656711	0.202	b
10	19661224	0.202	b
10	19691461	0.186	b
10	19697233	0.202	b
10	19731738	0.819	b
10	19775929	1.463	b
10	19802732	0.492	b
10	19804771	0.812	b
10	19834900	0.367	b
10	19844386	1.061	b
10	19875222	0.878	b
10	19945619	0.013	b
10	20004581	0.465	b
10	20131344	0.226	b
10	20131966	0.045	b
10	20139329	0.477	b
10	20146824	0.477	b
10	20197166	0.032	b
10	20206248	0.032	b
10	20221108	0.022	b
10	20233281	0.032	b
10	20245892	0.032	b
10	20254401	0.207	b
10	20266461	0.032	b
10	20281898	0.06	b
10	20297995	0.237	b
10	20329852	0.133	b
10	20338345	0.121	b
10	20364464	0.142	b
10	20419845	0.142	b
10	20480120	0.142	b
10	20483037	0.142	b
10	20484514	0.142	b
10	20496919	0.029	b
10	20498772	1.257	b
10	20507307	0.277	b
10	20530699	0.142	b
10	20541123	0.212	b
10	20593652	0.212	b
10	20634042	1.147	b
10	20762963	0.69	b
10	20898698	0.839	b
10	20940585	1.172	b
10	21060993	0.19	b
10	21147242	0.124	b
10	21156133	0.156	b
10	21277201	0.268	b
10	21994863	1.041	b
10	22207892	0.69	b
10	22534728	1.031	b
10	22687075	0.574	b
10	22821803	0.962	b
10	22862870	0.924	b
10	22917739	0.407	b
10	23046678	0.059	b
10	23061560	0.846	b
11	799268	0.732	a
11	1152487	0.128	a
11	1203222	0.01	a
11	1300937	0.305	a
11	1375513	0.232	a
11	2481752	0.931	a
11	3248324	0.098	a
11	3278840	0.024	a
11	3300213	0.05	a
11	3319186	0.197	a
11	3320936	0.188	a
11	3341403	0.197	a
11	3477297	0.124	a
11	3487128	0.079	a
11	3499889	0.013	a
11	3502396	0.203	a
11	3563111	0.161	a
11	3568791	0.52	a
11	3594595	0.235	a
11	3618584	1.866	a
11	3627056	0.648	a
11	3640574	0.751	a
11	3681637	0.654	a
11	3697940	0.067	a
11	3787140	0.2	a
11	3854937	0.198	a
11	3858107	0.198	a
11	3885469	0.076	a
11	3890503	0.076	a
11	3921111	0.02	a
11	3930656	0.238	a
11	3942614	0.462	a
11	3943320	0.238	a
11	3948921	0.238	a
11	3985225	0.194	a
11	4009752	0.238	a
11	4038895	0.238	a
11	4040108	0.244	a
11	4098133	0.436	a
11	4150386	0.641	a
11	4172282	0.641	a
11	4220212	0.641	a
11	4229258	0.641	a
11	4230742	0.641	a
11	4230796	0.641	a
11	4234620	0.641	a
11	4235757	0.641	a
11	4252169	0.641	a
11	4260961	0.605	a
11	4288221	0.641	a
11	4311361	0.641	a
11	4320817	0.641	a
11	4368668	0.1	a
11	4374471	0.219	a
11	4374890	0.081	a
11	4385005	0.081	a
11	4430910	0.209	a
11	4444946	0.27	a
11	4463464	0.2	a
11	4472469	0.181	a
11	4487114	0.06	a
11	4489047	0.047	a
11	4493952	0.001	a
11	4507824	0.284	a
11	4520960	0.504	a
11	4520980	0.014	a
11	4524594	0.06	a
11	4543731	0.06	a
11	4552619	0.06	a
11	4555746	0.209	a
11	4576913	0.06	a
11	4578911	0.209	a
11	4591327	0.209	a
11	4627390	0.513	a
11	4629068	0.513	a
11	4680266	0.001	a
11	4683376	0.056	a
11	4749275	0.256	a
11	4768029	0.256	a
11	4781743	0.268	a
11	4799165	0.268	a
11	4841335	0.192	a
11	4858763	0.191	a
11	4865351	0.063	a
11	4895227	0.115	a
11	4902174	0.115	a
11	4905187	0.232	a
11	4939915	0.686	a
11	4971086	0.149	a
11	4988752	0.052	a
11	5003983	0.158	a
11	5006168	0.158	a
11	5015785	0.393	a
11	5051969	0.151	a
11	5052793	0.338	a
11	5058780	0.202	a
11	5065759	0.151	a
11	5071872	0.141	a
11	5074773	0.151	a
11	5087759	0.713	a
11	5094258	0.713	a
11	5105906	0.158	a
11	5106965	0.151	a
11	5119134	0.151	a
11	5217866	0.111	a
11	5297642	0.39	a
11	5343327	0.119	a
11	5449674	0.398	a
11	5478859	0.339	a
11	5484437	0.208	a
11	5484820	0.073	a
11	5488808	0.252	a
11	5527491	0.464	a
11	5608169	2.177	a
11	5609061	0.053	a
11	5637406	0.142	a
11	5670024	0.574	a
11	5694602	0.196	a
11	5698908	1.273	a
11	5702514	0.027	a
11	5740725	0.572	a
11	5746562	0.499	a
11	5748819	0.572	a
11	5749057	0.572	a
11	5749337	0.572	a
11	5752877	0.572	a
11	5809632	0.618	a
11	5843005	0.436	a
11	5854378	0.304	a
11	5864129	0.009	a
11	5865670	0.09	a
11	5867129	0.009	a
11	5880633	0.506	a
11	5916840	0.337	a
11	5932457	0.506	a
11	5934569	0.192	a
11	5943092	0.013	a
11	6018052	0.061	a
11	6030068	0.463	a
11	6034743	0.467	a
11	6065122	0.655	a
11	6077318	0.467	a
11	6131544	0.456	a
11	6220719	0.145	a
11	6248975	0.217	a
11	6298271	0.167	a
11	6301385	0.217	a
11	6320970	0.463	a
11	6334263	0.463	a
11	6339132	0.696	a
11	6367809	0.696	a
11	6370308	0.696	a
11	6392540	0.271	a
11	6395566	0.29	a
11	6461292	0.277	a
11	6468932	0.264	a
11	6501938	0.188	a
11	6510788	0.441	a
11	6532282	0.814	a
11	6564008	0.188	a
11	6569543	0.561	a
11	6573470	0.013	a
11	6596380	0.797	a
11	6600059	0.076	a
11	6625451	0.221	a
11	6635014	1.027	a
11	6640554	0.332	a
11	6642846	0.829	a
11	6645729	0.578	a
11	6647373	0.731	a
11	6653990	0.931	a
11	6686119	0.246	a
11	6773893	0.018	a
11	6832920	0.602	a
11	6874007	0.401	a
11	6875467	0.519	a
11	6883273	0.101	a
11	6908296	0.389	a
11	6911199	0.632	a
11	6914673	0.55	a
11	6918179	0.632	a
11	6928864	0.464	a
11	6929407	0.848	a
11	6930781	0.848	a
11	6941751	0.176	a
11	6966018	0.25	a
11	6997976	0.129	a
11	7005278	0.658	a
11	7053408	0.369	a
11	7054233	0.632	a
11	7055556	0.098	a
11	7058873	0.71	a
11	7086739	0.73	a
11	7140677	0.884	a
11	7209667	0.194	a
11	7214979	0.446	a
11	7216558	1.294	a
11	7245400	0.243	a
11	7265400	0.322	a
11	7269108	0.583	a
11	7271749	1.474	a
11	7312549	0.578	a
11	7316059	0.443	a
11	7325082	0.936	a
11	7327039	1.673	a
11	7333633	0.182	a
11	7372580	1.31	a
11	7424176	1.164	a
11	7479154	0.568	a
11	7484555	0.268	a
11	7489472	0.568	a
11	7489856	0.568	a
11	7509309	0.568	a
11	7522441	0.568	a
11	7618911	0.908	a
11	7650799	0.779	a
11	7720119	0.195	a
11	7720577	0.201	a
11	7735190	0.195	a
11	7788668	0.195	a
11	7816772	0.17	a
11	7818927	0.17	a
11	8077877	0.982	a
11	8085353	0.651	a
11	8155929	0.982	a
11	8166094	0.982	a
11	8211115	0.648	a
11	8211818	1.288	a
11	8213492	0.479	a
11	8267309	0.976	a
11	8287884	0.398	a
11	8369638	0.388	a
11	8372055	0.388	a
11	8377049	0.926	a
11	8382186	0.738	a
11	8393324	0.793	a
11	8410003	0.388	a
11	8513958	0.752	a
11	8525978	0.264	a
11	8554979	0.982	a
11	8558824	0.337	a
11	8559876	0.264	a
11	8584493	0.264	a
11	8656669	0.796	a
11	8657271	0.67	a
11	8682533	0.841	a
11	8707710	0.859	a
11	8719768	0.264	a
11	8732803	0.933	a
11	8733439	0.796	a
11	8746609	0.866	a
11	8748839	0.3	a
11	8760172	1.648	a
11	8770549	0.264	a
11	8783028	0.264	a
11	8792381	0.376	a
11	8799308	0.264	a
11	8918777	0.796	a
11	8969424	1.054	a
11	8974209	0.942	a
11	8975233	0.388	a
11	8986419	0.352	a
11	8999443	0.399	a
11	9005175	0.352	a
11	9012904	0.234	a
11	9043874	0.319	a
11	9046928	0.534	a
11	9089409	0.566	a
11	9224254	0.42	a
11	9470290	0.082	a
11	9481810	0.082	a
11	9560821	0.155	a
11	9573351	0.087	a
11	9669925	0.155	a
11	9687192	0.573	a
11	9995174	0.194	a
11	10018666	0.251	a
11	10021494	0.191	a
11	10033253	0.274	a
11	10050898	0.143	a
11	10119830	0.298	a
11	10177169	0.547	a
11	10178689	0.547	a
11	10227753	0.407	a
11	10285712	0.277	a
11	10355571	0.05	a
11	10360416	0.277	a
11	10367908	0.277	a
11	10374340	0.277	a
11	10383706	0.277	a
11	10390470	0.277	a
11	10396892	0.277	a
11	10420133	0.277	a
11	10425065	0.277	a
11	10432078	0.012	a
11	10441330	0.277	a
11	10540820	0.277	a
11	10544870	0.298	a
11	10582486	0.298	a
11	10636368	0.298	a
11	10704820	0.298	a
11	11033805	1.661	a
11	11067220	0.264	a
11	11588078	1.456	a
11	12078533	0.142	a
11	12094158	0.335	a
11	12307412	1.437	a
11	12609240	0.067	a
11	13118483	0.284	a
11	13950373	0.307	a
11	14195705	0.31	a
11	14218843	0.254	a
11	14340122	1.955	a
11	14358681	1.955	a
11	14447944	1.48	a
11	14461702	1.48	a
11	14478426	1.48	a
11	14483345	1.144	a
11	14487088	1.48	a
11	14602657	1.315	a
11	14706485	1.589	a
11	14718485	1.747	a
11	14793037	0.196	a
11	14971620	0.055	a
11	15121435	0.069	a
11	15480804	0.29	a
11	15835590	0.285	a
11	15873205	0.065	a
11	15878027	0.303	a
11	15903731	0.448	a
11	15923918	1.434	a
11	15926340	0.303	a
11	15934612	0.337	a
11	15956802	0.414	a
11	15964065	0.414	a
11	15964881	0.414	a
11	15978827	1.434	a
11	15981888	0.744	a
11	16000867	0.641	a
11	16008785	0.028	a
11	16015852	1.204	a
11	16035956	0.497	a
11	16036161	0.512	a
11	16038161	0.008	a
11	16040746	0.544	a
11	16042193	0.028	a
11	16043791	0.008	a
11	16178705	0.152	a
11	16199886	0.37	a
11	16199914	0.139	a
11	16200533	0.37	a
11	16402503	0.365	a
11	16431244	0.528	a
11	16468380	0.028	a
11	16506709	0.214	a
11	16522110	0.023	a
11	16619922	0.616	a
11	16630607	1.01	a
11	16636491	0.559	a
11	16644503	1.841	a
11	16667135	1.841	a
11	16684406	0.237	a
11	16735319	0.802	a
11	16744227	0.67	a
11	16810514	0.478	a
11	16815366	1.305	a
11	16819759	0.916	a
11	16835964	0.825	a
11	16843122	1.841	a
11	16857318	1.435	a
11	16874358	0.842	a
11	16876768	0.677	a
11	16883114	0.679	a
11	16910362	0.723	a
11	16910706	0.998	a
11	16911435	0.969	a
11	16911796	0.969	a
11	16949587	0.324	a
11	16956556	0.274	a
11	16979428	0.057	a
11	16982304	1.082	a
11	16984654	1.184	a
11	17007220	0.886	a
11	17014651	0.859	a
11	17028113	0.859	a
11	17061204	0.045	a
11	17095888	0.859	a
11	17096471	0.873	a
11	17102961	1.015	a
11	17108283	0.045	a
11	17111869	1.137	a
11	17136862	0.859	a
11	17140224	0.886	a
11	17144679	0.886	a
11	17158597	0.978	a
11	17167169	0.234	a
11	17185292	0.234	a
11	17247517	0.147	a
11	17249685	1.165	a
11	17255800	1.051	a
11	17256782	1.36	a
11	17265346	0.853	a
11	17300791	0.879	a
11	17300950	1.059	a
11	17304313	0.786	a
11	17307143	0.472	a
11	17350069	0.453	a
11	17350835	0.499	a
11	17357557	0.499	a
11	17359212	0.209	a
11	17359634	0.499	a
11	17376019	0.042	a
11	17386449	0.427	a
11	17406017	0.427	a
11	17439883	0.427	a
11	17448480	0.733	a
11	17483155	0.298	a
11	17538833	1.213	a
11	17546368	0.733	a
11	17546928	0.654	a
11	17550344	0.344	a
11	17595914	0.733	a
11	17603723	0.733	a
11	17636723	0.626	a
11	17648437	0.204	a
11	17653444	0.635	a
11	17661175	1.61	a
11	17663800	0.616	a
11	17669752	0.71	a
11	17673755	0.616	a
11	17678617	1.61	a
11	17692002	0.616	a
11	17693188	1.638	a
11	17703716	1.165	a
11	17752689	0.069	a
11	17764354	1.319	a
11	17764632	1.931	a
11	17772124	1.291	a
11	17779029	1.158	a
11	17786424	0.074	a
11	17796168	1.141	a
11	17799902	1.174	a
11	17803303	0.172	a
11	17842603	1.103	a
11	17911510	0.217	a
11	17932524	0.213	a
11	17933633	0.805	a
11	17938743	1.077	a
11	18016945	2.67	a
11	18034125	1.601	a
11	18065640	1.944	a
11	18209230	0.532	a
11	18209601	0.331	a
11	18996811	0.192	a
11	18998150	0.126	a
11	18998425	0.126	a
11	19002770	0.306	a
11	19036670	0.503	a
11	19088422	0.363	a
11	19135660	0.161	a
11	19208447	0.054	a
11	19220232	0.569	a
11	19229162	0.649	a
11	19234320	0.455	a
11	19246065	0.511	a
11	19248765	0.511	a
11	19249800	0.078	a
11	19263371	0.417	a
11	19284556	0.387	a
11	19287177	0.736	a
11	19287934	0.455	a
11	19326726	0.385	a
11	19328848	0.282	a
11	19367549	0.004	a
11	19384057	0.159	a
11	19402983	0.268	a
11	19423324	0.122	a
11	19450010	0.183	a
11	19488349	0.619	a
11	19491483	0.485	a
11	19505943	0.086	a
11	19525045	0.068	a
11	19569456	0.048	a
11	19641844	0.469	a
11	19660499	0.293	a
11	19683037	0.325	a
11	19707412	0.325	a
11	19775122	0.397	a
11	19793816	0.488	a
11	19876653	0.229	a
11	19876924	0.164	a
11	19882701	0.379	a
11	19885147	0.043	a
11	19951794	0.25	a
11	20009283	0.394	a
11	20042546	0.361	a
11	20062398	0.536	a
11	20081800	0.536	a
11	20089341	0.578	a
11	20147698	0.525	a
11	20151446	0.292	a
11	20153395	0.144	a
11	20208862	0.195	a
11	20226936	0.865	a
11	20231547	0.865	a
11	20243512	0.209	a
11	20246558	0.164	a
11	20270806	0.209	a
11	20291211	0.48	a
11	20298718	0.209	a
11	20353098	0.206	a
11	20360243	0.209	a
11	20371830	0.516	a
11	20375041	0.565	a
11	20440920	0.639	a
11	20459620	0.56	a
11	20467459	0.56	a
11	20491089	0.228	a
11	20495904	0.156	a
11	20508507	0.463	a
11	20517427	1.488	a
11	20603655	0.054	a
11	20620225	0.153	a
11	20625633	0.258	a
11	20634675	0.416	a
11	20656406	0.3	a
11	20689455	0.522	a
11	20754399	0.642	a
11	20757997	0.162	a
11	20778505	0.631	a
11	20782606	0.01	a
11	20792381	0.723	a
11	20794861	0.807	a
11	20815528	0.432	a
11	20818085	0.828	a
11	20905400	1.086	a
11	20934881	0.1	a
11	20938487	0.002	a
11	20941663	0.176	a
11	20944786	0.001	a
11	20963813	0.432	a
11	20982685	0.313	a
11	20993555	0.034	a
11	20997718	0.313	a
11	20997860	0.313	a
11	20998870	0.123	a
11	21010988	0.184	a
11	21016300	0.184	a
11	21017457	0.184	a
11	21030039	0.343	a
11	21030429	0.184	a
11	21032785	0.114	a
11	21053600	0.031	a
11	21056252	0.23	a
11	21089716	0.005	a
11	21102649	0.374	a
11	21116978	0.072	a
11	21134177	0.016	a
11	21171271	0.062	a
11	21185818	0.315	a
11	21206939	0.202	a
11	21242931	0.123	a
11	21291321	0.227	a
11	21307864	0.037	a
11	21318461	0.121	a
11	21330645	0.201	a
11	21334759	0.121	a
11	21335859	0.048	a
11	21337499	0.151	a
11	21337920	0.032	a
11	21339167	0.121	a
11	21340015	0.333	a
11	21376954	0.061	a
11	21392541	0.232	a
11	21417997	1.272	a
11	21433766	0.395	a
11	21464451	0.368	a
11	21486421	0.368	a
11	21490094	0.101	a
11	21491587	0.013	a
11	21521079	2.251	a
11	21570201	0.629	a
11	21591312	0.61	a
11	21596338	0.282	a
11	21611965	0.03	a
11	21643367	0.534	a
11	21654164	0.296	a
11	21654315	0.296	a
11	21673403	2.081	a
11	21673498	0.141	a
11	21688045	0.395	a
11	21704989	0.148	a
11	21749876	0.496	a
11	21751747	0.065	a
11	21769194	0.521	a
11	21779915	0.129	a
11	21781074	0.695	a
11	21783395	0.401	a
11	21788228	1.031	a
11	21799386	0.2	a
11	21821443	0.181	a
11	21829157	0.134	a
11	21854129	0.031	a
11	21854184	0.031	a
11	21882656	0.199	a
11	21884317	0.124	a
11	21907510	0.014	a
11	21946995	0.111	a
11	21948168	0.19	a
11	21956369	0.073	a
11	21957676	0.11	a
11	21967256	0.04	a
11	21968041	0.047	a
11	21972109	0.109	a
11	21979579	0.161	a
11	21988767	0.35	a
11	22007606	0.407	a
11	22008003	0.423	a
11	22011784	0.051	a
11	22032123	0.004	a
11	22040328	0.565	a
11	22054358	0.293	a
11	22054963	0.282	a
11	22065880	0.018	a
11	22071769	0.042	a
11	22073024	0.066	a
11	22075571	0.221	a
11	22082196	1.174	a
11	22112757	0.058	a
11	22135761	0.37	a
11	22146937	0.129	a
11	22148602	0.465	a
11	22166722	0.316	a
