chr	start	stop	TE	NTE	TR	NR
5	11900001	12000000	11	3	7	4
5	12000001	12100000	15	3	24	10
5	1200001	1300000	4	12	12	14
5	12100001	12200000	15	0	22	7
5	12200001	12300000	12	5	16	11
5	12300001	12400000	19	2	28	4
5	12400001	12500000	10	5	22	15
5	12500001	12600000	1	1	5	4
5	12600001	12700000	7	9	13	14
5	12700001	12800000	14	0	19	11
5	12800001	12900000	12	12	23	20
5	12900001	13000000	6	8	13	16
5	13000001	13100000	2	8	13	14
5	1300001	1400000	10	10	17	15
5	13100001	13200000	13	5	25	10
5	13200001	13300000	9	8	15	-3
5	13300001	13400000	7	9	12	14
5	13400001	13500000	2	15	15	23
5	13500001	13600000	5	13	16	14
5	13600001	13700000	5	7	6	20
5	13700001	13800000	2	11	7	11
5	13800001	13900000	9	7	14	5
5	13900001	14000000	7	4	13	8
5	14000001	14100000	13	6	11	15
5	1400001	1500000	1	21	-3	24
5	14100001	14200000	11	16	20	16
5	14200001	14300000	5	4	7	2
5	14300001	14400000	10	4	13	3
5	14400001	14500000	8	17	17	19
5	14500001	14600000	8	7	8	12
5	14600001	14700000	3	9	6	9
5	14700001	14800000	5	11	7	7
5	14800001	14900000	4	15	13	25
5	14900001	15000000	4	8	14	9
5	15000001	15100000	5	22	15	34
5	1500001	1600000	5	10	3	23
5	15100001	15200000	6	9	10	14
5	15200001	15300000	11	8	18	14
5	15300001	15400000	10	7	18	11
5	15400001	15500000	15	5	22	9
5	15500001	15600000	7	12	8	20
5	15600001	15700000	1	11	-1	19
5	15700001	15800000	6	6	10	10
5	15800001	15900000	11	8	13	17
5	15900001	16000000	11	4	4	10
5	16000001	16100000	6	11	2	17
5	1600001	1700000	4	11	10	21
5	16100001	16200000	5	8	7	14
5	16200001	16300000	3	17	10	24
5	16300001	16400000	2	11	1	23
5	16400001	16500000	4	11	7	14
5	16500001	16600000	5	11	7	13
5	16600001	16700000	3	17	-2	23
5	16700001	16800000	5	7	14	6
5	16800001	16900000	5	12	4	8
5	16900001	17000000	4	20	-2	21
5	17000001	17100000	5	9	16	8
5	1700001	1800000	4	15	9	15
5	17100001	17200000	8	8	18	21
5	17200001	17300000	5	17	10	28
5	17300001	17400000	5	13	8	21
5	17400001	17500000	7	6	18	14
5	17500001	17600000	3	16	10	23
5	17600001	17700000	5	18	10	18
5	17700001	17800000	5	15	4	11
5	17800001	17900000	2	17	1	26
5	17900001	18000000	1	18	12	25
5	18000001	18100000	3	12	6	13
5	1800001	1900000	2	21	6	33
5	18100001	18200000	3	14	11	18
5	18200001	18300000	8	7	16	7
5	18300001	18400000	7	11	7	12
5	18400001	18500000	2	12	12	24
5	18500001	18600000	4	15	1	16
5	18600001	18700000	8	5	13	14
5	18700001	18800000	0	18	11	20
5	18800001	18900000	4	14	12	25
5	18900001	19000000	4	11	17	9
5	19000001	19100000	3	10	4	10
5	1900001	2000000	6	13	18	21
5	19100001	19200000	2	14	2	25
5	19200001	19300000	4	15	6	19
5	19300001	19400000	0	17	8	25
5	19400001	19500000	1	19	10	24
5	19500001	19600000	2	8	4	10
5	19600001	19700000	4	15	7	21
5	19700001	19800000	0	20	12	34
5	19800001	19900000	3	9	13	10
5	19900001	20000000	3	12	5	23
5	20000001	20100000	2	10	6	9
5	2000001	2100000	4	13	2	17
5	200001	300000	5	23	13	30
5	20100001	20200000	3	11	1	14
5	20200001	20300000	2	13	13	15
5	20300001	20400000	7	10	12	9
5	20400001	20500000	1	17	8	13
5	20500001	20600000	2	17	7	18
5	20600001	20700000	2	15	9	17
5	20700001	20800000	0	20	3	17
5	20800001	20900000	4	17	-5	17
5	20900001	21000000	0	21	7	29
5	21000001	21100000	1	14	13	21
5	2100001	2200000	6	11	17	10
5	21100001	21200000	0	18	6	21
5	21200001	21300000	4	22	6	27
5	21300001	21400000	4	15	5	30
5	21400001	21500000	6	23	11	29
5	21500001	21600000	3	21	5	25
5	21600001	21700000	2	18	7	18
5	21700001	21800000	2	19	-9	24
5	21800001	21900000	7	11	15	19
5	21900001	22000000	4	15	8	24
5	22000001	22100000	5	12	8	11
5	2200001	2300000	2	12	11	29
5	22100001	22200000	2	13	16	23
5	22200001	22300000	1	18	-5	27
5	22300001	22400000	4	19	16	29
5	22400001	22500000	3	26	6	21
5	22500001	22600000	2	19	9	18
5	22600001	22700000	1	20	-4	22
5	22700001	22800000	0	21	10	22
5	22800001	22900000	8	12	7	16
5	22900001	23000000	1	25	8	35
5	23000001	23100000	6	11	10	23
5	2300001	2400000	0	15	13	16
5	23100001	23200000	6	13	4	12
5	23200001	23300000	3	16	-2	17
5	23300001	23400000	2	9	11	24
5	23400001	23500000	1	18	4	30
5	23500001	23600000	4	16	17	22
5	23600001	23700000	2	28	9	28
5	23700001	23800000	4	18	4	29
5	23800001	23900000	6	20	13	30
5	23900001	24000000	2	16	1	22
5	24000001	24100000	3	22	10	31
5	2400001	2500000	6	14	3	15
5	24100001	24200000	0	22	6	31
5	24200001	24300000	5	16	3	18
5	24300001	24400000	4	19	8	25
5	24400001	24500000	4	11	19	14
5	24500001	24600000	3	23	3	26
5	24600001	24700000	2	17	11	26
5	24700001	24800000	3	13	7	27
5	24800001	24900000	1	6	7	6
5	24900001	25000000	11	4	27	5
5	25000001	25100000	3	11	6	17
5	2500001	2600000	3	14	8	11
5	25100001	25200000	2	12	1	26
5	25200001	25300000	5	18	10	25
5	25300001	25400000	2	18	4	30
5	25400001	25500000	3	18	9	17
5	25500001	25600000	2	14	10	21
5	25600001	25700000	1	24	11	27
5	25700001	25800000	5	18	14	18
5	25800001	25900000	7	11	13	17
5	25900001	26000000	8	20	16	24
5	26000001	26100000	10	15	15	11
5	2600001	2700000	4	14	9	16
5	26100001	26200000	1	22	6	27
5	26200001	26300000	3	22	4	27
5	26300001	26400000	2	24	10	35
5	26400001	26500000	6	17	14	14
5	26500001	26600000	2	20	11	23
5	26600001	26700000	2	12	3	3
5	26700001	26800000	3	17	-4	21
5	26800001	26900000	0	27	7	27
5	26900001	27000000	0	34	1	46
5	27000001	27100000	6	12	16	8
5	2700001	2800000	2	26	4	35
5	27100001	27200000	4	21	11	25
5	27200001	27300000	2	19	4	21
5	27300001	27400000	3	11	4	13
5	27400001	27500000	3	17	14	19
5	27500001	27600000	3	16	7	31
5	27600001	27700000	3	22	7	34
5	27700001	27800000	0	29	10	42
5	27800001	27900000	2	22	6	35
5	27900001	28000000	1	19	12	30
5	28000001	28100000	2	24	3	34
5	2800001	2900000	1	18	6	22
5	28100001	28200000	2	18	9	18
5	28200001	28300000	0	25	-5	30
5	28300001	28400000	1	23	4	26
5	28400001	28500000	5	17	8	27
5	28500001	28600000	2	16	5	15
5	28600001	28700000	5	26	7	29
5	28700001	28800000	0	22	2	26
5	28800001	28900000	1	18	11	19
5	28900001	29000000	3	13	9	6
5	29000001	29100000	4	18	11	22
5	2900001	3000000	9	12	19	29
5	29100001	29200000	3	15	9	17
5	29200001	29300000	1	23	8	26
5	29300001	29400000	4	25	2	27
5	29400001	29500000	6	19	12	19
5	29500001	29600000	2	22	11	24
5	29600001	29700000	2	23	10	28
5	29700001	29800000	4	13	8	18
5	29800001	29894789	10	0	18	13
5	3000001	3100000	4	15	6	21
5	300001	400000	4	18	14	16
5	3100001	3200000	2	9	6	15
5	3200001	3300000	2	18	11	21
5	3300001	3400000	2	17	9	27
5	3400001	3500000	4	17	12	11
5	3500001	3600000	3	13	2	14
5	3600001	3700000	1	18	11	25
5	3700001	3800000	2	20	-1	33
5	3800001	3900000	3	15	7	24
5	3900001	4000000	6	6	17	12
5	4000001	4100000	7	6	5	12
5	400001	500000	1	20	3	22
5	4100001	4200000	2	20	5	19
5	4200001	4300000	2	13	10	13
5	4300001	4400000	7	12	9	14
5	4400001	4500000	11	8	8	15
5	4500001	4600000	8	15	18	32
5	4600001	4700000	2	19	6	35
5	4700001	4800000	5	14	13	18
5	4800001	4900000	1	15	1	22
5	4900001	5000000	4	17	17	24
5	5000001	5100000	8	3	12	7
5	500001	600000	5	23	12	25
5	5100001	5200000	9	6	13	17
5	5200001	5300000	3	17	3	27
5	5300001	5400000	0	14	4	28
5	5400001	5500000	2	17	14	28
5	5500001	5600000	6	6	10	9
5	5600001	5700000	6	17	15	24
5	5700001	5800000	6	15	6	22
5	5800001	5900000	3	4	2	14
5	5900001	6000000	1	19	7	24
5	6000001	6100000	3	7	10	17
5	600001	700000	2	16	6	20
5	6100001	6200000	5	8	14	10
5	6200001	6300000	2	11	11	24
5	6300001	6400000	3	13	5	15
5	6400001	6500000	2	11	12	24
5	6500001	6600000	2	15	2	27
5	6600001	6700000	2	14	10	12
5	6700001	6800000	3	11	11	5
5	6800001	6900000	2	12	0	27
5	6900001	7000000	3	20	3	23
5	7000001	7100000	4	10	17	17
5	700001	800000	6	19	12	23
5	7100001	7200000	3	15	9	18
5	7200001	7300000	6	14	-6	22
5	7300001	7400000	6	8	13	15
5	7400001	7500000	7	14	18	16
5	7500001	7600000	7	12	10	10
5	7600001	7700000	4	10	6	17
5	7700001	7800000	11	8	14	9
5	7800001	7900000	5	9	14	15
5	7900001	8000000	0	10	6	14
5	8000001	8100000	6	11	13	8
5	800001	900000	1	24	9	28
5	8100001	8200000	7	5	19	9
5	8200001	8300000	3	1	2	12
5	8300001	8400000	10	12	12	15
5	8400001	8500000	3	15	0	30
5	8500001	8600000	7	13	16	18
5	8600001	8700000	10	18	17	23
5	8700001	8800000	12	5	20	12
5	8800001	8900000	10	11	14	11
5	8900001	9000000	8	10	12	11
5	9000001	9100000	8	7	22	0
5	900001	1000000	1	20	6	21
5	9100001	9200000	3	11	-1	19
5	9200001	9300000	10	5	14	5
5	9300001	9400000	12	6	8	6
5	9400001	9500000	8	8	11	5
5	9500001	9600000	8	8	21	17
5	9600001	9700000	8	6	6	2
5	9700001	9800000	11	1	13	4
5	9800001	9900000	15	0	15	0
5	9900001	10000000	12	2	21	6
6	1	100000	7	1	12	0
6	10000001	10100000	7	8	12	11
6	1000001	1100000	7	15	10	24
6	100001	200000	6	21	11	31
6	10100001	10200000	3	13	9	18
6	10200001	10300000	10	7	21	18
6	10300001	10400000	6	9	4	12
6	10400001	10500000	1	10	0	18
6	10500001	10600000	8	9	11	17
6	10600001	10700000	8	5	8	8
6	10700001	10800000	5	9	11	3
6	10800001	10900000	7	12	8	13
6	10900001	11000000	7	7	15	10
6	11000001	11100000	2	17	11	30
6	1100001	1200000	3	15	12	12
6	11100001	11200000	2	13	5	22
6	11200001	11300000	1	16	-6	16
6	11300001	11400000	9	4	9	17
6	11400001	11500000	3	13	11	15
6	11500001	11600000	3	13	6	21
6	11600001	11700000	4	14	14	20
6	11700001	11800000	4	16	-5	19
6	11800001	11900000	6	5	17	16
6	11900001	12000000	9	4	10	10
6	12000001	12100000	6	9	9	19
6	1200001	1300000	13	9	21	8
6	12100001	12200000	13	7	19	16
6	12200001	12300000	8	8	10	12
6	12300001	12400000	6	15	13	30
6	12400001	12500000	7	17	7	23
6	12500001	12600000	10	4	26	9
6	12600001	12700000	3	12	9	17
6	12700001	12800000	3	14	10	27
6	12800001	12900000	9	10	9	15
6	12900001	13000000	4	11	5	19
6	13000001	13100000	5	13	5	27
6	1300001	1400000	8	19	8	16
6	13100001	13200000	3	14	-3	12
6	13200001	13300000	7	4	13	10
6	13300001	13400000	3	16	10	18
6	13400001	13500000	5	12	8	17
6	13500001	13600000	6	7	5	9
6	13600001	13700000	4	22	7	19
6	13700001	13800000	4	10	9	16
6	13800001	13900000	5	9	10	13
6	13900001	14000000	7	13	20	24
6	14000001	14100000	7	6	7	17
6	1400001	1500000	0	21	4	23
6	14100001	14200000	11	4	14	14
6	14200001	14300000	9	5	16	15
6	14300001	14400000	5	10	13	20
6	14400001	14500000	9	7	17	16
6	14500001	14600000	10	11	17	23
6	14600001	14700000	14	6	25	13
6	14700001	14800000	14	3	15	7
6	14800001	14900000	9	9	10	7
6	14900001	15000000	11	7	13	15
6	15000001	15100000	18	0	27	2
6	1500001	1600000	0	23	5	22
6	15100001	15200000	8	3	5	13
6	15200001	15300000	17	2	19	10
6	15300001	15400000	8	6	11	15
6	15400001	15500000	4	5	13	8
6	15500001	15600000	12	5	7	16
6	15600001	15700000	10	7	15	10
6	15700001	15800000	7	11	10	15
6	15800001	15900000	5	10	8	19
6	15900001	16000000	9	11	15	20
6	16000001	16100000	6	11	14	6
6	1600001	1700000	0	16	10	19
6	16100001	16200000	12	3	13	8
6	16200001	16300000	8	9	3	12
6	16300001	16400000	6	9	14	18
6	16400001	16500000	10	3	18	4
6	16500001	16600000	11	8	14	15
6	16600001	16700000	12	7	25	8
6	16700001	16800000	6	7	13	17
6	16800001	16900000	2	9	11	18
6	16900001	17000000	9	6	20	23
6	17000001	17100000	3	9	11	8
6	1700001	1800000	2	19	9	26
6	17100001	17200000	2	10	6	12
6	17200001	17300000	7	9	6	19
6	17300001	17400000	6	5	10	8
6	17400001	17500000	5	8	7	21
6	17500001	17600000	2	16	15	20
6	17600001	17700000	5	8	7	21
6	17700001	17800000	3	8	6	13
6	17800001	17900000	2	18	-8	33
6	17900001	18000000	0	11	6	13
6	18000001	18100000	13	10	22	15
6	1800001	1900000	0	19	3	26
6	18100001	18200000	6	5	9	6
6	18200001	18300000	11	5	8	-4
6	18300001	18400000	18	1	28	15
6	18400001	18500000	17	1	26	11
6	18500001	18600000	11	3	10	11
6	18600001	18700000	11	1	25	10
6	18700001	18800000	10	6	8	7
6	18800001	18900000	12	8	12	11
6	18900001	19000000	7	7	19	11
6	19000001	19100000	12	6	14	14
6	1900001	2000000	0	21	-2	18
6	19100001	19200000	5	7	14	12
6	19200001	19300000	10	7	17	16
6	19300001	19400000	9	6	8	12
6	19400001	19500000	3	15	3	19
6	19500001	19600000	5	14	8	12
6	19600001	19700000	9	12	9	13
6	19700001	19800000	4	9	12	8
6	19800001	19900000	5	10	6	12
6	19900001	20000000	10	8	10	13
6	20000001	20100000	7	14	6	16
6	2000001	2100000	1	25	4	29
6	200001	300000	2	14	1	16
6	20100001	20200000	7	11	13	16
6	20200001	20300000	4	11	11	15
6	20300001	20400000	7	9	4	15
6	20400001	20500000	5	8	8	9
6	20500001	20600000	11	5	8	12
6	20600001	20700000	10	7	17	12
6	20700001	20800000	5	10	8	15
6	20800001	20900000	3	13	13	17
6	20900001	21000000	1	15	2	25
6	21000001	21100000	2	10	4	21
6	2100001	2200000	0	21	2	22
6	21100001	21200000	6	6	12	11
6	21200001	21300000	2	13	13	16
6	21300001	21400000	3	13	5	19
6	21400001	21500000	5	10	10	21
6	21500001	21600000	6	4	10	17
6	21600001	21700000	3	12	8	25
6	21700001	21800000	6	9	10	18
6	21800001	21900000	4	8	12	9
6	21900001	22000000	6	10	3	19
6	22000001	22100000	4	10	4	9
6	2200001	2300000	2	24	7	33
6	22100001	22200000	4	10	2	33
6	22200001	22300000	3	11	8	25
6	22300001	22400000	4	16	18	10
6	22400001	22500000	13	3	14	7
6	22500001	22600000	4	9	3	14
6	22600001	22700000	8	8	15	10
6	22700001	22800000	6	11	20	12
6	22800001	22900000	4	10	4	14
6	22900001	23000000	4	10	3	15
6	23000001	23100000	6	14	2	24
6	2300001	2400000	2	17	6	33
6	23100001	23200000	1	13	9	11
6	23200001	23300000	9	11	13	8
6	23300001	23400000	5	10	15	11
6	23400001	23500000	3	13	5	9
6	23500001	23600000	5	23	6	26
6	23600001	23700000	4	12	0	13
6	23700001	23800000	8	10	18	20
6	23800001	23900000	1	15	0	17
6	23900001	24000000	8	9	23	15
6	24000001	24100000	2	13	15	15
6	2400001	2500000	3	19	13	33
6	24100001	24200000	5	9	9	24
6	24200001	24300000	1	26	2	34
6	24300001	24400000	3	17	12	17
6	24400001	24500000	1	9	8	11
6	24500001	24600000	0	9	10	25
6	24600001	24700000	6	6	14	4
6	24700001	24800000	4	10	7	13
6	24800001	24900000	2	15	10	16
6	24900001	25000000	3	17	13	22
6	25000001	25100000	2	18	9	29
6	2500001	2600000	2	30	3	36
6	25100001	25200000	2	14	9	21
6	25200001	25300000	3	14	4	31
6	25300001	25400000	10	8	14	11
6	25400001	25500000	7	9	11	22
6	25500001	25600000	4	14	1	28
6	25600001	25700000	9	10	5	10
6	25700001	25800000	3	17	5	19
6	25800001	25900000	5	10	10	1
6	25900001	26000000	7	12	13	18
6	26000001	26100000	3	10	15	13
6	2600001	2700000	4	17	17	15
6	26100001	26200000	3	15	18	21
6	26200001	26300000	0	18	6	18
6	26300001	26400000	1	16	1	17
6	26400001	26500000	1	18	13	23
6	26500001	26600000	1	13	6	21
6	26600001	26700000	2	18	8	19
6	26700001	26800000	3	12	5	15
6	26800001	26900000	3	10	9	22
6	26900001	27000000	10	11	23	18
6	27000001	27100000	2	10	1	20
6	2700001	2800000	2	27	12	27
6	27100001	27200000	3	9	11	10
6	27200001	27300000	2	24	3	28
6	27300001	27400000	8	17	12	21
6	27400001	27500000	0	21	3	23
6	27500001	27600000	4	8	12	21
6	27600001	27700000	4	15	4	23
6	27700001	27800000	2	20	-1	29
6	27800001	27900000	1	12	3	22
6	27900001	28000000	2	17	11	30
6	28000001	28100000	0	11	6	29
6	2800001	2900000	2	26	7	35
6	28100001	28200000	0	20	1	14
6	28200001	28300000	4	15	10	20
6	28300001	28400000	4	11	14	8
6	28400001	28500000	1	32	9	39
6	28500001	28600000	5	19	7	36
6	28600001	28700000	3	23	7	29
6	28700001	28800000	6	18	15	21
6	28800001	28900000	2	18	2	32
6	28900001	29000000	1	26	8	27
6	29000001	29100000	4	12	18	14
6	2900001	3000000	0	21	0	24
6	29100001	29200000	6	17	14	26
6	29200001	29300000	8	8	8	10
6	29300001	29400000	8	11	7	16
6	29400001	29500000	2	16	12	25
6	29500001	29600000	4	14	10	14
6	29600001	29700000	2	12	11	17
6	29700001	29800000	3	26	12	23
6	29800001	29900000	4	19	6	24
6	29900001	30000000	3	27	1	42
6	30000001	30100000	5	24	13	28
6	3000001	3100000	0	17	0	9
6	300001	400000	6	18	10	28
6	30100001	30200000	1	16	2	15
6	30200001	30300000	7	12	10	29
6	30300001	30400000	2	17	8	20
6	30400001	30500000	6	16	1	14
6	30500001	30600000	0	18	8	19
6	30600001	30700000	2	18	1	31
6	30700001	30800000	2	16	7	18
6	30800001	30900000	0	26	11	30
6	30900001	31000000	0	19	6	25
6	31000001	31100000	1	19	6	25
6	3100001	3200000	1	23	3	33
6	31100001	31200000	1	21	6	20
6	31200001	31246789	4	9	5	13
6	3200001	3300000	3	12	12	24
6	3300001	3400000	4	18	10	24
6	3400001	3500000	1	18	15	12
6	3500001	3600000	6	15	7	24
6	3600001	3700000	5	12	19	15
6	3700001	3800000	5	13	10	23
6	3800001	3900000	1	23	7	29
6	3900001	4000000	1	19	14	24
6	4000001	4100000	1	13	14	14
6	400001	500000	1	25	2	27
6	4100001	4200000	3	6	12	16
6	4200001	4300000	2	17	10	16
6	4300001	4400000	1	18	9	20
6	4400001	4500000	1	24	5	33
6	4500001	4600000	8	15	12	22
6	4600001	4700000	2	22	12	29
6	4700001	4800000	1	19	-3	12
6	4800001	4900000	6	11	7	16
6	4900001	5000000	6	11	10	12
6	5000001	5100000	1	25	2	28
6	500001	600000	1	15	0	22
6	5100001	5200000	0	15	7	18
6	5200001	5300000	0	19	3	20
6	5300001	5400000	5	16	10	22
6	5400001	5500000	1	10	17	16
6	5500001	5600000	0	11	-1	21
6	5600001	5700000	3	19	6	25
6	5700001	5800000	0	15	9	14
6	5800001	5900000	3	18	14	22
6	5900001	6000000	2	14	5	5
6	6000001	6100000	5	10	13	22
6	600001	700000	3	22	2	28
6	6100001	6200000	6	16	11	24
6	6200001	6300000	1	15	2	12
6	6300001	6400000	3	11	3	6
6	6400001	6500000	0	21	0	22
6	6500001	6600000	0	20	9	27
6	6600001	6700000	0	10	7	17
6	6700001	6800000	3	17	17	29
6	6800001	6900000	1	12	14	8
6	6900001	7000000	3	15	6	17
6	7000001	7100000	2	16	8	19
6	700001	800000	2	12	10	17
6	7100001	7200000	2	17	16	26
6	7200001	7300000	1	16	5	22
6	7300001	7400000	4	11	13	21
6	7400001	7500000	2	16	6	15
6	7500001	7600000	1	14	2	18
6	7600001	7700000	2	16	6	19
6	7700001	7800000	3	13	7	19
6	7800001	7900000	7	7	9	15
6	7900001	8000000	4	16	10	15
6	8000001	8100000	4	9	4	16
6	800001	900000	0	29	4	36
6	8100001	8200000	1	17	9	20
6	8200001	8300000	8	9	14	15
6	8300001	8400000	0	7	5	13
6	8400001	8500000	12	5	18	7
6	8500001	8600000	15	3	22	1
6	8600001	8700000	8	5	13	10
6	8700001	8800000	7	16	12	20
6	8800001	8900000	9	10	19	22
6	8900001	9000000	4	9	9	13
6	9000001	9100000	8	6	6	7
6	900001	1000000	7	12	11	17
6	9100001	9200000	7	9	12	8
6	9200001	9300000	5	14	16	22
6	9300001	9400000	0	14	7	18
6	9400001	9500000	5	8	8	9
6	9500001	9600000	5	5	17	3
6	9600001	9700000	5	3	16	10
6	9700001	9800000	10	4	20	15
6	9800001	9900000	6	13	14	30
6	9900001	10000000	11	8	19	5
7	1	100000	3	19	9	25
7	10000001	10100000	7	10	15	21
7	1000001	1100000	2	23	10	25
7	100001	200000	3	16	9	23
7	10100001	10200000	5	7	9	12
7	10200001	10300000	6	14	17	21
7	10300001	10400000	10	6	17	15
7	10400001	10500000	11	5	19	-3
7	10500001	10600000	13	1	18	15
7	10600001	10700000	13	5	20	5
7	10700001	10800000	7	8	13	13
7	10800001	10900000	14	6	19	7
7	10900001	11000000	7	11	6	14
7	11000001	11100000	6	6	5	6
7	1100001	1200000	0	25	5	31
7	11100001	11200000	8	3	16	11
7	11200001	11300000	6	14	9	21
7	11300001	11400000	7	6	16	13
7	11400001	11500000	7	9	12	13
7	11500001	11600000	2	13	10	25
7	11600001	11700000	7	14	13	20
7	11700001	11800000	9	5	13	15
7	11800001	11900000	10	6	13	15
7	11900001	12000000	13	2	11	6
7	12000001	12100000	17	0	21	10
7	1200001	1300000	0	15	0	22
7	12100001	12200000	3	1	15	8
7	12200001	12300000	4	1	9	7
7	12300001	12400000	17	2	21	-5
7	12400001	12500000	5	4	10	5
7	12500001	12600000	7	8	4	21
7	12600001	12700000	7	15	14	21
7	12700001	12800000	2	21	4	29
7	12800001	12900000	9	7	15	6
7	12900001	13000000	9	11	9	15
7	13000001	13100000	9	12	13	9
7	1300001	1400000	10	10	25	15
7	13100001	13200000	9	4	14	-1
7	13200001	13300000	4	11	8	15
7	13300001	13400000	7	15	13	25
7	13400001	13500000	4	18	14	27
7	13500001	13600000	2	9	4	17
7	13600001	13700000	8	5	15	4
7	13700001	13800000	7	9	18	15
7	13800001	13900000	10	2	14	-1
7	13900001	14000000	18	0	21	5
7	14000001	14100000	18	0	35	6
7	1400001	1500000	9	9	14	12
7	14100001	14200000	11	4	21	10
7	14200001	14300000	7	9	22	18
7	14300001	14400000	13	2	14	9
7	14400001	14500000	14	1	14	0
7	14500001	14600000	2	11	8	18
7	14600001	14700000	4	12	4	12
7	14700001	14800000	2	11	-2	24
7	14800001	14900000	10	10	15	16
7	14900001	15000000	10	5	14	10
7	15000001	15100000	7	7	17	9
7	1500001	1600000	1	13	11	17
7	15100001	15200000	16	2	24	11
7	15200001	15300000	2	15	13	20
7	15300001	15400000	0	11	8	17
7	15400001	15500000	3	12	7	12
7	15500001	15600000	5	7	10	16
7	15600001	15700000	5	11	-1	23
7	15700001	15800000	3	14	-1	18
7	15800001	15900000	6	8	20	14
7	15900001	16000000	2	11	7	17
7	16000001	16100000	6	4	11	13
7	1600001	1700000	1	18	10	21
7	16100001	16200000	9	13	15	19
7	16200001	16300000	6	11	9	17
7	16300001	16400000	6	13	13	16
7	16400001	16500000	7	5	0	8
7	16500001	16600000	8	9	13	18
7	16600001	16700000	9	6	14	18
7	16700001	16800000	8	11	6	20
7	16800001	16900000	8	8	11	3
7	16900001	17000000	1	10	1	5
7	17000001	17100000	14	7	20	10
7	1700001	1800000	3	13	9	14
7	17100001	17200000	1	11	7	13
7	17200001	17300000	0	20	-4	27
7	17300001	17400000	12	4	13	-2
7	17400001	17500000	4	17	13	19
7	17500001	17600000	5	7	6	-3
7	17600001	17700000	5	7	8	15
7	17700001	17800000	5	10	7	14
7	17800001	17900000	4	11	8	17
7	17900001	18000000	6	5	8	15
7	18000001	18100000	9	6	22	11
7	1800001	1900000	0	12	4	13
7	18100001	18200000	8	10	15	14
7	18200001	18300000	7	13	7	14
7	18300001	18400000	5	12	6	16
7	18400001	18500000	9	9	14	14
7	18500001	18600000	4	15	12	25
7	18600001	18700000	3	12	9	23
7	18700001	18800000	5	7	17	25
7	18800001	18900000	2	12	7	15
7	18900001	19000000	3	7	13	20
7	19000001	19100000	4	19	7	26
7	1900001	2000000	3	21	9	34
7	19100001	19200000	8	5	15	21
7	19200001	19300000	10	12	20	15
7	19300001	19400000	0	9	14	10
7	19400001	19500000	3	12	8	8
7	19500001	19600000	7	4	12	7
7	19600001	19700000	1	17	7	18
7	19700001	19800000	7	15	8	13
7	19800001	19900000	5	8	10	15
7	19900001	20000000	2	19	11	26
7	20000001	20100000	5	15	3	23
7	2000001	2100000	0	21	4	30
7	200001	300000	5	9	6	4
7	20100001	20200000	2	14	12	22
7	20200001	20300000	3	11	9	19
7	20300001	20400000	3	11	8	17
7	20400001	20500000	6	8	16	11
7	20500001	20600000	3	9	13	15
7	20600001	20700000	8	9	17	6
7	20700001	20800000	2	24	8	25
7	20800001	20900000	4	13	1	21
7	20900001	21000000	3	15	-7	12
7	21000001	21100000	9	13	6	2
7	2100001	2200000	5	23	13	28
7	21100001	21200000	4	21	10	24
7	21200001	21300000	4	15	7	17
7	21300001	21400000	4	15	8	17
7	21400001	21500000	1	15	3	27
7	21500001	21600000	5	25	12	30
7	21600001	21700000	3	18	6	14
7	21700001	21800000	0	13	17	20
7	21800001	21900000	0	18	0	18
7	21900001	22000000	4	6	15	18
7	22000001	22100000	3	17	5	22
7	2200001	2300000	4	16	3	18
7	22100001	22200000	2	17	8	16
7	22200001	22300000	4	15	6	19
7	22300001	22400000	0	15	0	12
7	22400001	22500000	2	19	7	19
7	22500001	22600000	3	13	2	14
7	22600001	22700000	0	19	4	24
7	22700001	22800000	4	13	15	20
7	22800001	22900000	0	20	19	31
7	22900001	23000000	1	11	3	17
7	23000001	23100000	5	14	11	20
7	2300001	2400000	4	9	1	5
7	23100001	23200000	4	15	14	27
7	23200001	23300000	3	22	23	24
7	23300001	23400000	0	23	4	24
7	23400001	23500000	3	20	9	24
7	23500001	23600000	3	14	5	23
7	23600001	23700000	3	14	9	21
7	23700001	23800000	4	15	16	16
7	23800001	23900000	0	20	1	29
7	23900001	24000000	1	16	4	27
7	24000001	24100000	3	14	16	23
7	2400001	2500000	2	12	13	22
7	24100001	24200000	2	18	9	22
7	24200001	24300000	5	17	13	20
7	24300001	24400000	5	13	12	17
7	24400001	24500000	8	17	14	19
7	24500001	24600000	1	14	0	11
7	24600001	24700000	1	13	11	20
7	24700001	24800000	2	17	8	27
7	24800001	24900000	6	8	14	16
7	24900001	25000000	3	24	14	35
7	25000001	25100000	4	21	8	23
7	2500001	2600000	4	12	12	14
7	25100001	25200000	5	15	6	22
7	25200001	25300000	1	14	6	25
7	25300001	25400000	2	16	1	18
7	25400001	25500000	3	18	10	23
7	25500001	25600000	3	20	8	18
7	25600001	25700000	3	20	12	15
7	25700001	25800000	1	23	2	27
7	25800001	25900000	6	12	13	7
7	25900001	26000000	0	23	15	31
7	26000001	26100000	0	16	5	20
7	2600001	2700000	1	14	8	14
7	26100001	26200000	6	14	13	26
7	26200001	26300000	1	21	6	31
7	26300001	26400000	1	21	5	29
7	26400001	26500000	4	16	1	26
7	26500001	26600000	4	15	2	14
7	26600001	26700000	1	21	1	27
7	26700001	26800000	2	20	8	27
