chrX	posX	chrY	posY	color
2	30005000	Chr02	30557281	9.072
9	19295000	Chr09	19410417	23.448
12	10774000	Chr12	9126077	6.56
2	19503000	Chr02	20564010	8.438
3	266000	Chr03	268946	40
11	27292000	Chr11	27260059	11.719
9	1319000	Chr09	3976182	13.107
6	20974000	Chr06	20984020	34.029
6	15728000	Chr06	16272691	8.07
8	25509000	Chr08	25652041	22.357
3	368000	Chr03	271681	23.457
5	663000	Chr03	36124095	5.335
2	20014000	Chr02	20042738	19.198
1	28616000	Chr01	28617592	7.002
10	13798000	Chr11	15515713	5.197
3	27561000	Chr12	7129209	5.377
6	26269000	Chr01	22103334	5.182
6	2416000	Chr06	2641880	23.652
3	266000	Chr03	270809	11.807
9	20497000	Chr09	20353785	8.665
5	17438000	Chr01	29959353	8.503
3	8784000	Chr03	8968701	20.187
8	8974000	Chr08	3943399	6.304
10	4224000	Chr07	8171849	32.479
8	17580000	Chr08	17895313	19.229
8	15358000	Chr08	16558955	10.142
9	8988000	Chr08	4719375	7.698
5	27847000	Chr05	27892223	35.833
1	1554000	Chr01	1671304	9.091
2	34591000	Chr02	34876984	11.688
9	9520000	Chr04	14825539	16.113
9	11272000	Chr12	1208868	7.134
4	31168000	Chr04	25733016	9.781
2	19755000	Chr02	19911689	6.238
12	10774000	Chr09	10869744	13.181
9	8961000	Chr05	13579982	5.529
7	6028000	Chr07	6035706	7.185
3	15903000	Chr03	16208599	9.184
4	643000	Chr04	601856	22.996
6	23358000	Chr06	23999027	8.067
2	34509000	Chr02	34452394	19.027
11	19348000	Chr11	18903108	11.564
2	6236000	Chr11	5885079	24.885
3	29953000	Chr03	29339388	8.775
11	3106000	Chr11	3026370	27.464
3	15585000	Chr03	15574460	11.354
10	6875000	Chr10	5776389	14.869
1	5678000	Chr01	5478145	8.737
10	16268000	Chr09	18313434	5.167
7	155000	Chr07	137549	10.431
11	17015000	Chr11	8075643	6.235
9	942000	Chr02	29196852	14.731
4	18765000	Chr04	18160972	14.642
1	31654000	Chr01	31746705	21.309
2	12101000	Chr02	15716579	6.239
5	3973000	Chr05	3823832	5.385
4	23006000	Chr12	10889873	6.929
6	7092000	Chr06	2475184	5.362
7	18806000	Chr04	30027030	11.363
1	22989000	Chr01	22931634	6.497
4	19120000	Chr04	19227126	23.294
3	18076000	Chr03	270715	8.432
10	15038000	Chr10	14863948	30.672
8	8974000	Chr08	6092045	14.447
10	18584000	Chr06	31145874	5.264
9	19450000	Chr09	19488599	28.63
9	8961000	Chr04	22883662	5.463
1	32897000	Chr01	33126386	22.578
8	8981000	Chr08	9193585	25.971
9	8619000	Chr03	12728538	6.357
2	1197000	Chr02	1213448	34.022
8	20203000	Chr08	20243691	15.497
11	8863000	Chr11	6659369	10.25
9	6748000	Chr09	7313318	12.801
4	23844000	Chr04	24330038	22.219
7	16666000	Chr07	16658588	7.832
4	15935000	Chr11	20967388	6.183
2	1236000	Chr02	1276494	11.394
5	28191000	Chr05	28390802	13.636
12	10741000	Chr02	28885728	11.586
8	18285000	Chr08	18026659	12.455
1	5320000	Chr01	5361626	22.206
6	27920000	Chr06	27926417	10.308
2	31990000	Chr12	26463028	6.658
6	15809000	Chr06	16309724	33.295
12	24890000	Chr12	25232819	7.325
7	23190000	Chr07	23772182	9.033
2	34869000	Chr02	34876054	17.894
2	29403000	Chr02	29129662	8.383
5	18477000	Chr05	18803698	27.96
11	21233000	Chr11	21240274	16.054
10	1266000	Chr10	1565610	38.962
1	6532000	Chr01	6216336	14.404
9	16040000	Chr09	16169164	40
6	4869000	Chr04	20690465	21.554
1	31855000	Chr08	24300422	26.786
4	18765000	Chr04	18504817	27.502
3	28766000	Chr03	28805684	39.677
2	16555000	Chr12	16294344	18.722
11	19892000	Chr01	33298338	22.119
2	31652000	Chr07	21438020	5.329
7	21297000	Chr08	735970	5.11
1	13533000	Chr01	14358390	17.676
4	30173000	Chr04	33321532	5.241
6	19578000	Chr06	19781525	11.83
9	22201000	Chr09	22236900	12.621
1	10964000	Chr01	22741900	5.922
8	8981000	Chr08	3956097	8.506
1	33618000	Chr01	33311112	28.284
3	29182000	Chr03	29419458	26.566
1	29986000	Chr01	30102663	25.736
9	8988000	Chr09	7971579	7.624
11	21756000	Chr11	21401683	11.446
9	9520000	Chr09	9583396	40
10	22910000	Chr03	30823456	13.764
5	18156000	Chr01	34887858	13.175
8	8974000	Chr08	9180708	11.893
8	5983000	Chr08	5565800	5.627
3	368000	Chr03	269576	9.924
5	27803000	Chr05	27494693	15.086
9	10748000	Chr04	19252417	5.457
1	23678000	Chr01	23652822	34.457
12	25637000	Chr12	24885742	6.465
9	7828000	Chr05	18795612	6.983
1	32719000	Chr01	32722439	25.512
3	13768000	Chr03	13764900	21.111
2	18132000	Chr02	18381555	10.426
1	42423000	Chr01	42558697	22.898
6	24148000	Chr06	24258225	27.844
2	19651000	Chr02	19683021	23.01
7	25847000	Chr05	3661606	6.832
12	24474000	Chr12	10107313	9.961
12	24110000	Chr12	23735073	6.208
4	18765000	Chr02	4299234	5.147
6	23358000	Chr11	11394292	17.927
6	2886000	Chr02	12651906	5.545
3	368000	Chr03	269042	25.59
11	9446000	Chr11	9757600	13.136
4	7108000	Chr04	6902070	9.392
5	0	Chr08	559944	5.486
6	8454000	Chr06	8736964	15.04
1	32107000	Chr01	32110801	28.389
6	11071000	Chr06	11137337	25.368
1	2759000	Chr05	21698508	30.662
9	20891000	Chr12	5846287	5.195
7	909000	Chr07	840130	6.807
12	7654000	Chr12	9356827	7.594
3	266000	Chr03	268926	33.652
9	11272000	Chr04	8303548	5.276
1	3584000	Chr01	3604367	17.593
8	6321000	Chr08	7511328	24.248
7	21297000	Chr07	21456958	5.674
1	41822000	Chr01	41963727	21.429
2	18467000	Chr03	22697175	19.54
12	19913000	Chr01	22103591	5.317
11	7038000	Chr11	7121253	14.638
5	21438000	Chr12	22505123	5.606
7	909000	Chr07	840129	23.581
11	25444000	Chr11	25523920	13.442
5	15897000	Chr05	10803872	9.947
3	22886000	Chr03	23112420	33.161
7	3787000	Chr08	10364379	8.571
6	3364000	Chr06	3392876	8.717
12	24474000	Chr12	24530120	26.983
5	27362000	Chr05	27366718	27.159
9	8002000	Chr12	15439808	10.034
9	19450000	Chr09	19735693	29.225
10	17466000	Chr10	17816205	13.844
10	11245000	Chr10	9388483	10.86
1	8690000	Chr01	8803664	23.793
11	3106000	Chr11	3155520	28.3
1	6532000	Chr05	7381533	33.421
10	17466000	Chr10	17885676	31.883
9	1319000	Chr09	3173633	15.016
4	22445000	Chr01	5373566	8.146
3	16915000	Chr03	16937363	7.823
5	21417000	Chr08	16315210	8.23
9	10160000	Chr09	11650498	35.669
3	21239000	Chr08	20244664	14.067
3	16718000	Chr03	16452773	11.559
6	6783000	Chr06	7006041	16.544
1	39352000	Chr12	23425793	5.29
11	19994000	Chr08	26010062	13.702
2	981000	Chr02	1205996	20.955
4	520000	Chr03	33464776	6.629
3	29008000	Chr03	29341296	12.932
3	10124000	Chr10	17085889	6.424
8	10540000	Chr03	29907995	5.525
8	18285000	Chr08	18208838	13.6
2	9924000	Chr02	9062831	6.004
11	23052000	Chr11	23049171	6.004
4	18939000	Chr07	28612554	5.267
11	3915000	Chr04	27940991	5.611
1	26244000	Chr01	26486034	11.104
6	5005000	Chr06	5043054	22.656
11	7953000	Chr11	8564289	39.545
11	27852000	Chr03	1581314	6.121
12	24601000	Chr02	8424793	5.136
10	16685000	Chr10	16785007	20.167
4	22610000	Chr11	2852086	9.298
3	266000	Chr03	271462	32.486
9	5631000	Chr01	4952984	6.078
3	23971000	Chr03	23808513	16.021
3	22493000	Chr07	139207	6.475
1	30891000	Chr01	14927070	26.155
10	18080000	Chr10	18314458	21.799
8	8028000	Chr08	8340146	22.875
9	11272000	Chr09	11650468	33.637
3	266000	Chr03	270771	21.554
7	17884000	Chr07	18249669	25.414
10	0	Chr10	445932	6.757
12	23920000	Chr12	23968436	18.023
11	10626000	Chr03	34884840	13.349
4	18556000	Chr04	18214504	26.003
5	27847000	Chr10	9212837	35.487
5	6734000	Chr05	7028816	20.032
2	29195000	Chr10	15736409	10.999
5	19123000	Chr05	19139677	10.085
2	19503000	Chr02	19245874	15.732
12	14677000	Chr12	16003616	20.063
5	4188000	Chr05	6332684	5.731
6	22532000	Chr06	21959873	11.831
1	31654000	Chr01	31706428	19.224
2	34393000	Chr02	34396681	7.173
4	23245000	Chr11	2523291	7.506
1	10722000	Chr01	10934009	7.766
3	27887000	Chr06	6849851	15.376
12	26429000	Chr12	26450778	9.416
9	7139000	Chr05	24737484	15.858
5	6734000	Chr08	19529185	5.348
1	33843000	Chr01	33607433	9.928
5	7014000	Chr01	36146418	5.36
8	4238000	Chr08	4727254	24.788
7	121000	Chr07	137663	9.76
9	9520000	Chr08	8651668	7.176
2	34509000	Chr02	34458233	23.929
4	17160000	Chr04	17558136	40
9	898000	Chr07	28357244	11.365
7	0	Chr07	136589	18.208
1	923000	Chr01	1036630	38.274
3	0	Chr03	270735	20.411
3	30633000	Chr03	30548615	6.113
5	26927000	Chr05	27065738	26.085
9	21279000	Chr09	21308303	23.685
3	32649000	Chr03	32732029	28.225
7	18148000	Chr07	18166219	11.965
5	21427000	Chr01	10357157	17.079
8	24429000	Chr08	24974796	24.365
7	16158000	Chr07	16855034	26.422
1	33618000	Chr06	14417037	22.307
3	266000	Chr03	272041	19.069
1	31855000	Chr01	31169883	25.322
3	15802000	Chr01	25580923	18.078
5	26841000	Chr05	26517458	11.78
3	22493000	Chr03	271463	9.107
9	9520000	Chr04	22620464	6.981
4	23006000	Chr03	3228793	6.212
8	1290000	Chr01	9858161	5.385
3	22622000	Chr03	22692234	39.534
11	24449000	Chr11	24600224	25.259
9	10748000	Chr10	15104959	6.283
2	20675000	Chr02	29188772	21.216
6	10823000	Chr02	22898680	18.181
12	25835000	Chr12	19394239	7.596
3	266000	Chr03	269322	29.679
6	5244000	Chr06	5273832	17.99
3	28670000	Chr05	28392505	6.778
4	22610000	Chr12	26958931	6.822
8	5117000	Chr06	21242227	9.448
1	20345000	Chr01	19989774	28.168
4	22353000	Chr09	13854735	7.181
7	0	Chr09	18600003	7.147
5	22411000	Chr03	2379886	10.517
4	5821000	Chr04	4560331	33.086
1	3615000	Chr01	3604294	12.511
5	16652000	Chr05	16626467	5.205
11	800000	Chr11	959649	12.187
5	25965000	Chr05	26258486	24.066
2	30620000	Chr02	31646938	5.42
5	23180000	Chr03	29071638	5.81
10	14836000	Chr10	14875597	11.155
3	13901000	Chr03	13949189	14.336
5	15897000	Chr08	15514267	9.288
3	29311000	Chr03	29189619	30.009
11	15851000	Chr11	15898087	10.695
10	11658000	Chr11	21998868	14.323
2	15864000	Chr02	17069744	6.313
11	7114000	Chr11	7247589	18.111
3	266000	Chr03	269549	21.944
8	24925000	Chr08	25096563	15.348
3	28630000	Chr03	28644113	29.709
4	22610000	Chr02	4556870	5.289
10	17466000	Chr10	9790122	31.014
6	2913000	Chr07	5623930	5.334
7	23190000	Chr07	23781927	33.305
6	13725000	Chr06	14808690	12.943
8	20926000	Chr08	20811829	14.984
8	24925000	Chr08	25135370	19.272
6	7092000	Chr12	20873878	27.296
10	17466000	Chr10	17885674	40
10	21159000	Chr05	8201225	5.14
7	0	Chr07	546821	5.513
7	23826000	Chr07	24638167	19.676
8	8981000	Chr08	8990523	11.334
10	11438000	Chr10	7945295	7.279
5	21427000	Chr11	18754007	11.029
7	15413000	Chr07	16742881	20.221
4	23006000	Chr02	12859369	5.896
2	29449000	Chr02	29077070	25.206
8	24429000	Chr08	24585859	29.361
5	15897000	Chr02	30134262	5.809
5	27941000	Chr03	26323128	7.076
8	5117000	Chr08	5135875	27.845
2	30571000	Chr03	29808153	5.51
2	16093000	Chr02	16185227	36.228
1	0	Chr01	295673	14.474
3	17420000	Chr08	25041257	9.273
9	19295000	Chr09	19313672	9.806
7	8934000	Chr07	8988955	14.794
3	10124000	Chr03	9994326	6.882
3	0	Chr03	213872	22.237
7	428000	Chr07	479735	5.935
9	8619000	Chr07	14753206	6.12
9	8514000	Chr09	2914553	6.835
5	27296000	Chr09	1126579	6.437
5	21438000	Chr02	11244530	12.199
9	11272000	Chr09	11464915	18.831
1	19200000	Chr01	19057342	16.797
11	2378000	Chr11	2432680	26.003
7	0	Chr07	138962	5.479
9	19550000	Chr09	19649764	18.993
1	28111000	Chr10	12208251	11.815
5	2333000	Chr05	1935538	8.311
9	19295000	Chr02	1147765	5.732
1	42070000	Chr01	42148000	24.115
12	14677000	Chr10	5803134	23.33
4	32453000	Chr04	32464306	7.594
1	35135000	Chr07	6354958	5.131
3	368000	Chr03	374890	10.416
3	2721000	Chr03	2662417	12.949
6	16937000	Chr11	7810738	7.099
11	17015000	Chr11	17108486	7.994
2	31990000	Chr02	5032767	5.336
11	223000	Chr11	221092	11.334
7	0	Chr07	136799	19.383
9	8002000	Chr03	374890	8.836
11	10094000	Chr11	10549951	5.462
5	27875000	Chr05	27388715	7.119
12	19116000	Chr11	16925622	26.019
1	31654000	Chr01	30861984	16.017
9	8961000	Chr02	27543272	9.762
12	14549000	Chr12	11183157	33.36
9	19550000	Chr09	19790027	30.943
4	19445000	Chr04	19453083	18.045
10	11245000	Chr10	11220614	22.294
11	10686000	Chr09	10976528	11.998
3	16915000	Chr03	16924195	19.118
10	21159000	Chr10	21950558	5.572
7	20209000	Chr10	13715575	6.206
1	38344000	Chr01	38332986	8.029
1	20345000	Chr01	19989756	33.644
11	8863000	Chr06	1275005	6.715
9	4353000	Chr01	25119613	5.559
12	16367000	Chr06	24132147	5.529
1	30470000	Chr01	30476886	15.996
5	6214000	Chr05	6332706	9.085
9	8726000	Chr01	8410399	10.726
11	24449000	Chr07	8075097	5.125
1	23241000	Chr01	23363705	20.678
6	10369000	Chr06	10697567	38.044
4	22185000	Chr04	22160233	19.082
1	23456000	Chr01	23535661	20.358
5	10351000	Chr05	9693540	11.788
8	22775000	Chr08	24029448	24.747
12	22482000	Chr12	22599008	20.857
2	16555000	Chr02	16775673	27.139
3	22886000	Chr12	26339704	6.073
11	18665000	Chr11	18734433	24.958
11	1658000	Chr11	1866538	24.613
5	22660000	Chr02	5384796	6.234
11	23731000	Chr11	24907956	5.397
5	19047000	Chr05	13630212	9.946
2	1147000	Chr02	1148807	28.645
2	18809000	Chr02	18872477	20.852
6	7700000	Chr06	7771632	24.875
7	27629000	Chr07	27970710	32.446
4	31673000	Chr04	31807063	23.192
1	15295000	Chr01	18259214	5.756
3	26450000	Chr03	26573736	11.539
2	1311000	Chr02	1485781	16.504
12	8862000	Chr12	9183104	12.227
5	21417000	Chr03	1960563	38.309
4	24563000	Chr08	27047099	5.47
11	26983000	Chr11	27015886	20.151
11	17015000	Chr04	4265913	22.133
11	16778000	Chr11	9184639	10.824
12	1192000	Chr07	20493352	6.845
2	2647000	Chr02	2676764	28.216
5	20465000	Chr05	20579604	26.604
5	28191000	Chr05	19730271	11.313
6	5362000	Chr06	5221322	26.25
3	266000	Chr03	269329	29.587
6	27920000	Chr06	27926449	36.28
3	12671000	Chr03	12724867	7.787
3	17189000	Chr03	21455143	7.156
11	2689000	Chr11	17678786	7.235
4	28499000	Chr03	21009066	5.511
6	3292000	Chr10	21007437	5.599
6	831000	Chr06	883791	28.684
5	19275000	Chr03	272139	5.359
8	17580000	Chr08	17634689	40
9	18432000	Chr09	18506576	21.435
11	1912000	Chr11	1735617	23.466
9	4353000	Chr09	3209953	38.908
5	684000	Chr05	21580653	5.307
5	21438000	Chr11	26711689	10.421
5	3973000	Chr05	3848808	23.269
3	266000	Chr03	272170	16.471
10	22653000	Chr10	22647662	23.316
5	26927000	Chr05	26936610	10.983
11	22252000	Chr08	15476126	5.381
9	6605000	Chr11	7574637	8.169
5	25965000	Chr05	26298818	22.183
2	33997000	Chr04	24497129	5.194
2	18809000	Chr02	18977615	7.244
7	9343000	Chr07	19965325	5.249
9	9369000	Chr08	22837828	7.251
3	27455000	Chr05	3661607	6.6
3	25166000	Chr02	35313942	5.92
11	7585000	Chr04	20612890	6.145
7	27629000	Chr07	27980247	27.81
1	24868000	Chr06	3133452	5.78
8	5265000	Chr01	19134707	5.337
1	33618000	Chr01	34145520	17.163
10	2302000	Chr04	18068069	11.36
4	23006000	Chr06	21457226	5.541
5	21438000	Chr01	4016061	21.925
5	21427000	Chr06	23865060	5.187
10	22869000	Chr10	22909810	9.712
11	17015000	Chr08	8952978	5.514
7	17390000	Chr07	1076106	19.934
7	3284000	Chr03	25154807	5.928
5	15064000	Chr05	13362038	5.559
5	21090000	Chr07	6355120	7.269
5	21438000	Chr11	14564705	6.082
7	15413000	Chr04	575083	10.546
8	5265000	Chr08	5314434	40
5	21427000	Chr07	137092	6.845
11	223000	Chr11	224059	9.078
3	26450000	Chr03	26539353	23.205
3	17376000	Chr03	271458	6.717
3	16915000	Chr03	16920214	26.284
6	2086000	Chr06	1194217	23.45
8	5841000	Chr08	6180712	13.958
9	9369000	Chr03	32878933	8.959
4	5316000	Chr04	5364818	18.961
1	31654000	Chr01	30861985	20.297
9	9369000	Chr05	29534872	6.427
8	3974000	Chr05	17847521	5.437
9	135000	Chr09	890148	30.506
12	24110000	Chr12	24159991	16.241
11	25444000	Chr11	25468895	25.347
4	17160000	Chr08	24508342	16.991
9	8726000	Chr04	35340939	8.134
9	7090000	Chr07	21623	13.231
5	21090000	Chr05	3802512	12.153
3	25974000	Chr03	26005325	24.118
9	8619000	Chr08	20441453	9.942
3	17420000	Chr03	21309047	9.351
9	9369000	Chr02	28950658	13.413
7	1835000	Chr07	1828643	21.643
2	35329000	Chr03	8761326	5.271
5	18156000	Chr06	20983993	7.647
4	31427000	Chr04	31444848	26.7
11	18665000	Chr11	18988684	14.676
1	35775000	Chr01	35456732	18.156
4	23287000	Chr07	21304255	7.495
4	33684000	Chr07	16915245	5.244
4	21418000	Chr04	21501391	18.597
6	607000	Chr06	594493	23.332
6	15809000	Chr06	15723010	11.78
4	32003000	Chr10	15307795	19.833
4	18172000	Chr03	27086771	5.379
11	8863000	Chr11	7969449	25.235
11	1015000	Chr11	96767	6.356
4	23245000	Chr05	483299	7.143
11	800000	Chr11	1144268	20.548
11	20643000	Chr11	20334065	7.859
9	9520000	Chr12	7650970	5.59
6	1699000	Chr06	2017524	7.663
4	22353000	Chr04	22371531	30.336
8	24925000	Chr08	24907886	25.994
4	23006000	Chr06	6015524	5.587
8	19197000	Chr08	20240422	13.996
2	20063000	Chr02	20074196	24.488
12	1166000	Chr12	828760	17.103
5	6734000	Chr08	14414004	5.117
11	20643000	Chr05	11447912	5.084
3	266000	Chr03	271950	20.543
7	8757000	Chr07	8875296	25.177
11	19696000	Chr09	18931811	18.435
11	25124000	Chr11	25110624	16.69
5	15064000	Chr05	9464946	5.572
4	32196000	Chr04	32609375	10.32
1	31035000	Chr01	30515970	15.113
9	8961000	Chr02	15709237	24.04
10	12974000	Chr10	13000877	15.539
6	12491000	Chr06	16467122	16.403
9	8988000	Chr10	17412165	8.144
11	3617000	Chr11	3847877	40
3	12882000	Chr03	12919226	28.919
6	3292000	Chr06	3561250	11.208
10	22910000	Chr10	22999035	31.13
5	20733000	Chr03	22172746	21.271
4	31427000	Chr04	31429882	19.911
6	1207000	Chr09	22517621	5.205
6	20974000	Chr06	20901908	27.7
3	2330000	Chr06	23653527	7.679
6	19578000	Chr06	19529853	8.679
11	20643000	Chr11	20550079	14.955
12	7654000	Chr12	10728258	11.137
3	28766000	Chr03	28749355	15.643
4	21418000	Chr04	7876561	6.098
9	942000	Chr09	3913910	18.741
7	442000	Chr07	671044	26.255
9	8961000	Chr03	10981006	8.128
9	8160000	Chr10	8193636	20.323
1	35076000	Chr03	30848687	20.697
9	7961000	Chr03	270172	6.304
5	16828000	Chr02	25537969	23.981
3	13656000	Chr02	2689527	19.575
1	35775000	Chr06	4677867	5.276
1	30891000	Chr01	30683140	22.476
3	9508000	Chr03	9892139	13.033
11	18782000	Chr12	18908395	5.07
10	13110000	Chr10	13107617	18.6
5	2185000	Chr05	2228248	23.594
7	20114000	Chr04	23418747	5.424
4	33684000	Chr04	33685623	7.276
4	19120000	Chr04	19205928	21.196
12	3135000	Chr12	4037249	6.098
9	6748000	Chr05	29534867	11.801
6	4499000	Chr06	4802765	10.029
9	7828000	Chr10	15248381	5.474
9	18819000	Chr09	18856272	7.048
12	9804000	Chr12	8364445	39.636
3	266000	Chr03	271104	20.047
6	3060000	Chr06	3171905	21.144
11	11666000	Chr07	8757983	6.102
12	8862000	Chr12	15285221	24.667
11	2820000	Chr11	2892411	20.694
6	19707000	Chr10	20232059	8.147
6	20468000	Chr06	20901912	20.209
8	8981000	Chr03	22899762	5.202
1	12773000	Chr01	12374086	18.386
6	831000	Chr06	845436	27.416
9	20548000	Chr04	21020527	5.476
2	35433000	Chr02	35500461	5.797
1	30973000	Chr01	31435098	16.425
3	15334000	Chr02	20159872	23.089
8	27165000	Chr08	27252589	13.726
2	15864000	Chr06	4424730	17.44
9	15599000	Chr12	20872706	5.731
1	40641000	Chr01	38609571	5.54
12	12065000	Chr12	10874296	20.573
5	26841000	Chr06	5420657	8.466
6	27797000	Chr07	137130	5.323
10	21990000	Chr10	21808355	29.462
9	9520000	Chr12	3559883	10.017
1	30194000	Chr03	18727312	31.261
2	2095000	Chr02	1514362	6.834
11	17514000	Chr11	7955445	14.287
6	8454000	Chr08	5990394	25.195
9	9520000	Chr02	763054	11.534
6	1207000	Chr06	1140409	18.346
9	20590000	Chr09	20492096	21.233
3	266000	Chr03	271033	40
9	1319000	Chr09	4355601	35.468
4	22445000	Chr08	27384617	5.207
11	7953000	Chr11	8823226	12.911
7	1745000	Chr11	6648340	40
7	23190000	Chr07	23820008	12.189
2	19239000	Chr02	19236505	29.317
4	22610000	Chr01	26696989	6.173
2	35109000	Chr02	35085635	28.587
8	5841000	Chr08	5735984	20.229
2	20014000	Chr02	19677123	7.801
9	7961000	Chr07	6035720	5.394
3	13901000	Chr03	13950305	5.951
2	31395000	Chr06	10088710	5.846
11	800000	Chr11	969516	21.161
1	28957000	Chr06	29908560	5.787
1	35076000	Chr01	19693382	8.036
2	28622000	Chr09	19032616	5.415
3	22493000	Chr03	21393636	5.402
5	536000	Chr05	590562	8.617
5	17008000	Chr03	29572610	29.443
10	4224000	Chr10	4638692	18.906
8	2984000	Chr08	3012660	25.061
6	25624000	Chr05	29642515	5.866
1	32719000	Chr01	32722377	24.044
12	11779000	Chr12	12900639	5.593
7	25526000	Chr07	29134360	5.912
1	5489000	Chr01	5599881	6.784
12	10741000	Chr12	14486963	9.347
9	898000	Chr09	1313448	5.321
7	28412000	Chr05	11694759	6.077
6	26850000	Chr02	22990476	7.104
5	23180000	Chr05	23322991	18.403
1	30973000	Chr01	31184048	26.329
7	920000	Chr06	17382763	6.628
1	33843000	Chr01	34181587	18.036
2	18531000	Chr02	15695898	13.221
1	38202000	Chr01	38252828	29.466
9	19295000	Chr09	20192193	9.248
9	22177000	Chr09	22218882	32.752
8	18512000	Chr08	18548388	6.926
9	9940000	Chr09	9679759	39.55
3	28670000	Chr11	7881432	6.923
1	5762000	Chr01	5482573	10.742
9	9520000	Chr02	32091043	5.283
1	5762000	Chr01	6109028	16.109
9	0	Chr10	22876449	8.501
7	26328000	Chr07	26362880	14.676
8	5265000	Chr08	5321747	9.589
10	14836000	Chr10	14863953	17.106
6	2326000	Chr06	2645383	24.462
9	6067000	Chr09	2925032	34.729
5	7014000	Chr05	16511834	6.905
9	8160000	Chr02	10204793	6.612
9	8988000	Chr03	24685196	6.193
7	16615000	Chr07	15662846	6.338
11	10626000	Chr11	11749183	15.607
5	21438000	Chr03	1765026	9.739
9	16040000	Chr01	20295569	5.416
1	12367000	Chr01	12497985	7.541
11	24120000	Chr11	24247261	29.876
2	19574000	Chr02	19232256	12.694
1	23241000	Chr01	14102832	6.032
9	10748000	Chr03	8086609	5.275
3	35803000	Chr03	35864593	22.257
8	8028000	Chr08	8339764	19.105
5	3438000	Chr05	3360533	12.751
9	14931000	Chr09	14985193	28.433
2	106000	Chr02	69064	34.692
8	7208000	Chr03	26016679	38.865
3	266000	Chr03	269223	34.683
1	6041000	Chr08	28053150	6.546
1	32897000	Chr01	33412087	10.665
1	6273000	Chr01	6500172	15.086
6	2766000	Chr04	35408436	13.252
4	23245000	Chr04	23239165	9.776
2	35160000	Chr02	35187060	19.821
3	12115000	Chr03	12324003	7.693
4	13347000	Chr04	13585599	22.393
6	26850000	Chr03	7365560	29.209
9	19550000	Chr06	2455885	13.048
4	23006000	Chr03	16045902	5.263
4	23844000	Chr04	24145177	21.953
3	21239000	Chr03	21762303	22.355
9	7828000	Chr08	2169192	6.376
10	17931000	Chr10	17935705	8.369
3	17376000	Chr12	7524374	7.881
12	25385000	Chr12	25597250	37.864
9	7828000	Chr11	23918513	10.946
4	23245000	Chr09	17792962	8.297
1	24405000	Chr01	27067322	8.337
12	10774000	Chr12	11135343	8.886
5	28396000	Chr01	28916113	12.19
3	11317000	Chr08	23332612	5.075
8	5394000	Chr08	5566014	6.939
6	21533000	Chr06	21484530	36.84
9	11272000	Chr04	12537854	5.403
6	28437000	Chr06	28467082	17.51
1	19517000	Chr01	20065541	29.034
4	26298000	Chr04	19400228	5.108
9	6748000	Chr09	5089572	13.539
4	23006000	Chr04	23003930	22.998
1	24563000	Chr01	24735140	32.263
2	4604000	Chr02	4667523	34.275
1	40471000	Chr01	40592597	12.882
8	25481000	Chr08	25621346	40
5	26360000	Chr05	26779568	25.889
4	23006000	Chr10	11969450	9.142
9	8961000	Chr09	9277369	16.398
1	38344000	Chr01	38333130	6.31
2	18467000	Chr02	18439226	24.606
11	25444000	Chr11	26257164	20.977
6	3364000	Chr01	35427638	5.684
3	27637000	Chr03	27730685	22.804
9	15599000	Chr11	10373499	23.269
11	0	Chr07	29138468	5.113
3	26450000	Chr03	26516039	34.146
3	28199000	Chr12	15822292	27.755
3	22493000	Chr03	270720	8.197
9	7961000	Chr04	18470803	6.289
5	15064000	Chr05	20957661	15.774
4	24215000	Chr04	24257448	28.669
6	19578000	Chr02	21185369	6.141
6	3060000	Chr06	3070349	30.668
9	0	Chr10	3115101	5.863
11	17015000	Chr10	18967823	5.375
5	28649000	Chr06	2303985	5.314
5	27444000	Chr05	27614703	37.339
7	8757000	Chr07	8988954	28.057
10	14591000	Chr03	30949290	5.273
2	30620000	Chr02	30523183	12.536
9	8002000	Chr12	7523397	6.427
1	30470000	Chr01	31038521	24.903
6	21718000	Chr06	21928883	11.997
3	28422000	Chr03	28406379	21.18
9	7961000	Chr11	3487431	10.991
12	7654000	Chr12	11076787	16.052
12	3010000	Chr09	20059277	5.561
12	26356000	Chr12	26338504	17.796
4	13347000	Chr05	3802514	5.31
4	22445000	Chr04	33361208	5.939
8	24405000	Chr08	24907914	9.889
2	33452000	Chr02	33252834	6.462
2	106000	Chr02	72825	10.24
4	2889000	Chr04	3422165	21.819
1	31035000	Chr01	30679462	40
1	32244000	Chr03	7367397	5.369
4	31168000	Chr04	31356559	19.557
5	27362000	Chr03	11502146	5.566
4	22610000	Chr11	17468274	5.858
4	23844000	Chr04	24149219	39.363
11	21254000	Chr11	21266082	25.638
4	21515000	Chr01	38604494	5.157
4	16048000	Chr06	12454888	6.478
5	20125000	Chr05	19707929	6.189
3	36092000	Chr03	36147729	31.013
5	2465000	Chr12	24044653	6.119
5	3973000	Chr07	24127172	5.288
3	16185000	Chr06	12192156	5.409
3	26968000	Chr11	25433537	5.047
7	155000	Chr10	15215523	6.618
2	16153000	Chr02	15804464	25.687
11	800000	Chr11	959741	23.498
10	14719000	Chr02	12230825	6.264
11	19994000	Chr11	20359287	22.736
8	3324000	Chr01	38817255	11.041
10	9357000	Chr10	5450801	18.477
8	18415000	Chr08	17627483	12.974
