chrX	startX	stopX	chrY	startY	stopY
6	14079695	14085505	Chr06	13032879	13038692
7	1581772	1582984	Chr07	1045375	1046616
4	14217785	14219731	Chr04	13379430	13381363
6	12302769	12309307	Chr11	6887339	6880808
11	25374132	25376182	Chr11	24237568	24239601
6	16479436	16481151	Chr10	9218371	9220090
12	15322019	15322805	Chr03	14419798	14420573
12	14393186	14393345	Chr12	15241649	15241808
6	21666279	21667390	Chr06	20112533	20113629
6	14999313	15004882	Chr06	13834812	13840394
10	9496365	9499818	Chr03	24929008	24932468
9	6762225	6770121	Chr09	5495934	5503808
12	17708042	17710969	Chr12	16668369	16671283
4	14052933	14053314	Chr04	11010697	11010317
4	9028042	9028385	Chr08	14587459	14587116
1	33145884	33146130	Chr03	17544385	17544137
6	20076943	20083428	Chr09	12607486	12601006
10	19906551	19918092	Chr10	20055111	20066553
9	6565269	6575145	Chr09	5381227	5391283
8	16602179	16602480	Chr04	11081881	11081586
4	714137	720170	Chr04	893204	899222
11	13377861	13381968	Chr09	5829611	5825490
6	2389620	2392568	Chr06	2294684	2297572
7	1147847	1148899	Chr07	685989	687050
10	9776512	9777860	Chr04	1023517	1022171
12	6052127	6052309	Chr12	8213064	8213247
12	12132839	12135989	Chr12	13073726	13070581
12	9096124	9106278	Chr12	9631179	9641299
8	4840041	4841495	Chr08	4394062	4395501
12	16237258	16238923	Chr12	14784854	14786518
3	21385723	21390446	Chr03	22998000	22993273
7	26633707	26709230	Chr07	25600678	25676148
8	18178703	18179716	Chr08	19381052	19382071
8	12466022	12473522	Chr11	11089799	11097307
9	4149828	4150123	Chr09	9834178	9833886
8	2491569	2491650	Chr08	2764031	2763950
7	732660	735464	Chr07	298459	301243
2	15701735	15702740	Chr12	20564183	20563211
7	1394384	1394798	Chr07	862885	863287
5	7507534	7983336	Chr05	7065550	7541386
7	1463771	1471647	Chr07	905739	913652
4	2394375	2394903	Chr04	2569543	2570067
6	21581813	21582197	Chr02	25335154	25334769
5	2289320	2290015	Chr05	1953031	1953726
11	23505297	23505773	Chr11	26097603	26098103
1	29299731	29300854	Chr05	27333343	27332226
11	22798954	22802717	Chr11	21769760	21773507
1	2408573	2412873	Chr01	2491360	2495564
1	16713906	16714514	Chr01	16549869	16550477
1	15958542	15999832	Chr01	16010459	16051756
3	6184017	6184164	Chr03	6457850	6457997
6	28844036	28858018	Chr06	27599878	27613937
5	22286407	22300174	Chr05	20663371	20649603
4	2230435	2230616	Chr04	15843704	15843889
12	6553029	6557435	Chr12	6523678	6528084
4	16961033	16961513	Chr04	16067261	16067735
6	20476953	20482123	Chr06	18745193	18750375
2	17595352	17595665	Chr02	10016184	10016498
1	33820489	33820735	Chr01	33622491	33622244
11	12564527	12566807	Chr11	12422206	12424464
5	8431035	8433741	Chr01	19530976	19533689
1	20452639	20453080	Chr01	30333255	30333680
7	14514981	14516479	Chr05	6566070	6567576
7	2404231	2404295	Chr07	16529178	16529114
2	21019586	21028573	Chr01	16512044	16521018
3	17815479	17826964	Chr03	17461853	17473330
9	1222119	1235859	Chr09	1422638	1436437
11	17127134	17127430	Chr11	25950007	25949711
11	12632871	12633664	Chr04	5835115	5834323
1	29392642	29399904	Chr01	28448966	28456170
9	2964119	2966626	Chr09	2681418	2678920
9	19368400	19409849	Chr09	17591529	17633059
10	11826275	11830727	Chr10	11533356	11537806
4	17011103	17011265	Chr04	2661156	2661318
3	23910527	23910690	Chr03	230224	230061
12	16915708	16943042	Chr12	15784345	15811657
5	3493701	3494242	Chr01	21039230	21039780
7	15525024	15528172	Chr06	19125407	19122260
11	26403819	26408282	Chr11	25565209	25569693
9	3331899	3335347	Chr09	3109177	3112627
1	33076432	33079851	Chr01	32379833	32383232
1	5263881	5283113	Chr01	5635979	5655237
1	27458680	27470132	Chr01	26302644	26314155
5	21522821	21531078	Chr05	15292117	15300384
11	17834469	17835557	Chr10	13252850	13253935
10	22982684	22983161	Chr10	23251166	23251656
11	11327502	11333849	Chr11	10420073	10426427
9	1430673	1434928	Chr12	18022201	18017900
1	247714	249746	Chr04	11019073	11017040
11	23300111	23302896	Chr11	22282889	22285668
6	6604308	6604473	Chr06	5972685	5972844
10	7795260	7802799	Chr04	16098811	16091260
9	9305472	9317405	Chr09	7363435	7375370
4	1482957	1483248	Chr04	4393233	4393524
1	15998064	16001128	Chr12	10864526	10861470
1	8541139	8543434	Chr01	8500796	8503123
1	4554926	4596167	Chr01	4617867	4659137
10	31530	31838	Chr10	262721	263029
8	6901663	6902306	Chr08	18360269	18359623
2	17477452	17478253	Chr02	18140915	18141709
9	7819999	7831799	Chr09	12163838	12152031
5	4732232	4733988	Chr05	4225106	4226817
1	13467262	13471058	Chr01	13519653	13523442
6	2745588	2755019	Chr02	32031275	32040691
1	21580156	21581517	Chr11	26434994	26433633
12	21235616	21237730	Chr12	19831790	19833975
5	8344680	8348374	Chr03	24951601	24947913
5	19313692	19391959	Chr05	17970398	18048734
2	2363767	2364589	Chr02	18115679	18116500
1	32027325	32030507	Chr01	31237059	31240241
10	8210234	8212508	Chr10	9000088	8997814
9	8540641	8541661	Chr09	7083591	7084604
6	10462902	10463175	Chr06	7022071	7021799
8	4809668	4812603	Chr08	4357349	4360284
2	30423370	30423471	Chr02	30876120	30876221
11	9000926	9003659	Chr11	8358801	8361533
8	11030185	11037369	Chr04	3209551	3202363
6	11688426	11691635	Chr04	5360849	5357654
1	30265597	30269632	Chr10	11614270	11610290
4	14552065	14555210	Chr11	9413619	9410472
12	16122377	16124065	Chr12	15172089	15173844
10	20776904	20883929	Chr10	20915345	21022376
7	16062331	16064051	Chr07	15240519	15242228
11	28534364	28535158	Chr11	2659390	2660184
11	13030043	13032522	Chr11	15538473	15540985
10	7505778	7516128	Chr10	7117277	7127645
6	21730740	21741565	Chr06	20318404	20329235
2	6132369	6132800	Chr06	20616475	20616043
3	22845145	22846587	Chr09	9766149	9764722
11	13413220	13419145	Chr11	13140625	13146559
6	15808650	15812222	Chr06	14354790	14358368
5	10371558	10373662	Chr11	13445836	13447986
3	11776901	11778113	Chr09	5305277	5306487
2	9472645	9473000	Chr02	9787415	9787770
4	16555146	16555401	Chr04	15668272	15668525
11	8161128	8161767	Chr11	11765180	11765815
12	14834356	14834720	Chr07	13315960	13315596
10	19375291	19377876	Chr10	19480587	19483124
6	11605133	11605361	Chr10	11432708	11432476
4	28684219	28685954	Chr04	28336937	28335202
10	20809875	20815354	Chr05	20112981	20107512
3	2942042	2943990	Chr03	3232889	3234858
7	8560325	8561375	Chr08	2691991	2693039
1	29597719	29598165	Chr11	12384622	12384162
1	31918575	31920150	Chr01	28692464	28694037
2	18835096	18836553	Chr11	520756	519297
2	13623199	13624794	Chr06	13312373	13313968
3	22383262	22386603	Chr03	21542862	21546199
4	5190935	5200019	Chr03	8903133	8912205
12	21608293	21612635	Chr12	20154865	20159195
4	17031664	17034612	Chr04	2130872	2133852
9	4040157	4042069	Chr09	3727573	3729457
3	9004949	9005874	Chr01	20365149	20366076
8	8374252	8375060	Chr08	8098535	8099332
11	8826716	8839109	Chr11	8337355	8349680
12	11673407	11679851	Chr12	12153323	12159774
12	18376281	18377757	Chr09	13409080	13407599
6	17115696	17149221	Chr06	10374268	10407787
3	21312540	21324609	Chr03	16594952	16582877
4	20606339	20633176	Chr04	19578682	19605564
2	2950169	2951692	Chr02	6075524	6074024
8	7942429	7942762	Chr08	7604039	7604367
11	16416540	16431818	Chr11	16285593	16300890
10	5467424	5467923	Chr10	2538130	2537629
12	15874824	15875490	Chr05	12825121	12824458
11	16758162	16760588	Chr03	23517001	23519434
4	30239699	30239932	Chr04	29860913	29861146
9	3931107	3938626	Chr09	3576745	3584303
3	20451325	20453491	Chr05	15401960	15399796
12	20608311	20609196	Chr12	18737770	18738707
8	14376093	14377907	Chr08	15282819	15284633
4	12488500	12501464	Chr04	11644357	11657323
11	12467908	12473400	Chr11	11602799	11597267
11	24064007	24064870	Chr11	17899663	17900546
9	6010453	6022174	Chr09	5256206	5244585
10	1812541	1815807	Chr10	2103752	2107090
3	29811053	29812865	Chr03	30011491	30009680
11	2786644	2803384	Chr11	2806380	2823143
1	29387451	29389554	Chr01	28446850	28448971
5	25224331	25546869	Chr05	23634934	23957489
7	25021813	25033808	Chr07	23982277	23994383
2	6272626	6272967	Chr02	6281179	6281491
10	10406063	10407144	Chr10	641722	640650
8	3364150	3364635	Chr08	3046022	3046507
11	13593027	13595111	Chr11	13404747	13406831
4	21646357	21652410	Chr04	20827182	20833306
10	20589517	20608546	Chr10	20760191	20779205
11	27905554	27907097	Chr11	26633096	26634639
4	1448286	1450400	Chr02	17607596	17605489
12	8767220	8767795	Chr12	9320385	9319810
4	441217	450389	Chr04	707347	716509
9	19624281	19652260	Chr09	17832419	17860436
10	51210	52539	Chr10	272471	271103
8	6433480	6438993	Chr08	5648287	5653771
8	25446652	25513096	Chr08	26526573	26592921
10	105438	107642	Chr09	2619805	2621998
11	6850446	6851488	Chr11	6915459	6916445
11	26534497	26536506	Chr04	12363690	12361683
2	28567974	28568151	Chr02	29016990	29017167
4	12378794	12378999	Chr04	11566680	11566885
5	14041611	14042697	Chr11	20765048	20766134
9	8309849	8310541	Chr07	8623155	8622458
9	5352168	5352543	Chr09	5158990	5158613
3	17810473	17815867	Chr03	17456756	17462149
3	1880825	1882499	Chr03	2171151	2172819
9	17551937	17552499	Chr09	15826919	15827481
12	9157697	9163220	Chr07	4107450	4101927
6	14820901	14827465	Chr06	13628086	13634637
11	5708183	5709170	Chr11	5735564	5734565
5	26181960	26189100	Chr05	24565863	24573035
8	8010096	8027495	Chr08	7673265	7690688
8	4955017	4958180	Chr08	4514937	4518072
9	9277849	9278332	Chr09	7356165	7356660
8	8330960	8335901	Chr08	8034758	8039690
8	14482593	14484316	Chr08	15425559	15427312
1	30377089	30383028	Chr01	29440100	29446066
9	8828245	8829470	Chr09	5789756	5790965
9	9190419	9191593	Chr09	4509156	4510328
6	15358270	15368242	Chr06	13929748	13919700
2	32968846	32975795	Chr02	33450688	33457638
1	252951	254107	Chr01	280578	281736
4	19608856	19617069	Chr04	18900425	18908674
4	7760639	7761169	Chr11	16676307	16676835
4	29474492	29475305	Chr04	29087282	29088095
4	12389177	12389647	Chr04	16057702	16057212
6	15732236	15732394	Chr06	14307530	14307690
10	18273732	18281508	Chr10	18401942	18409679
3	24868274	24904785	Chr03	23949248	23985566
2	32685248	32712754	Chr02	33243173	33270714
1	16498987	16505976	Chr01	16465693	16472653
4	11630743	11631370	Chr04	2313408	2314035
11	19855343	19858077	Chr11	19220703	19223417
9	1350699	1350898	Chr09	1519628	1519826
12	10052232	10052713	Chr12	10338746	10338265
11	8004741	8008731	Chr04	5825214	5829137
2	9869522	9870119	Chr02	10408319	10408922
11	1214975	1215869	Chr11	1184768	1185662
7	26885354	26885626	Chr07	25849681	25849953
5	22435553	22699645	Chr05	20799504	21063622
12	10479824	10528951	Chr12	10814834	10863950
1	8423466	8434946	Chr01	8383251	8394694
1	20580750	20580829	Chr01	12840639	12840720
10	7790274	7798375	Chr10	7218820	7226901
4	14080530	14087836	Chr04	13261126	13268439
10	8927190	8928105	Chr10	964094	963182
6	14107392	14115188	Chr04	3219425	3211602
12	13198185	13201206	Chr12	13537131	13540145
9	6494481	6494620	Chr09	8307995	8308130
2	18484125	18485772	Chr02	19015538	19017130
3	23873996	23877064	Chr03	11111485	11108413
4	24749086	24753635	Chr04	24001160	24005709
4	4017470	4020129	Chr04	4237593	4240369
11	23950839	23951188	Chr11	23191203	23191586
1	1402791	1411206	Chr01	1441863	1450310
4	16695119	16695426	Chr04	15781858	15782164
12	5900615	5902268	Chr12	5862272	5863925
7	12327021	12329877	Chr03	12972475	12975332
10	19304726	19314912	Chr10	19437832	19447984
10	1271818	1272494	Chr10	5032503	5033186
1	28285643	28285994	Chr01	27180777	27181146
8	15422911	15431697	Chr08	16715286	16724098
12	23755442	23789234	Chr12	22299663	22333487
5	25948633	25950665	Chr05	24332157	24334179
11	26025955	26026626	Chr11	22821334	22822000
2	26649460	26652628	Chr04	668668	665494
8	8379580	8388356	Chr08	8111789	8120586
6	1823406	1827452	Chr06	1647882	1651971
5	1062765	1066783	Chr05	1050577	1054582
2	20001395	20001785	Chr02	20665545	20665916
8	18352592	18352825	Chr08	19559560	19559793
3	20663615	20664776	Chr03	19887960	19889121
2	33326948	33328264	Chr02	33938853	33940117
2	8565402	8586362	Chr02	8827835	8848779
3	8165916	8167217	Chr03	8405286	8406576
2	20156872	20171626	Chr02	20814544	20829322
1	4879804	4886433	Chr01	5297510	5304071
5	9714311	9774490	Chr05	9530930	9591111
11	19263092	19263238	Chr11	20252134	20251989
4	1088940	1093890	Chr04	1332286	1337212
11	10832577	10837306	Chr11	9973398	9978088
5	558851	562706	Chr05	580952	584766
11	14056655	14057200	Chr11	14038224	14038769
10	1671228	1671602	Chr10	1931719	1932113
4	30742212	30749872	Chr09	10286149	10278504
1	32710750	32722252	Chr01	32112196	32123804
1	19301915	19302946	Chr09	3546686	3547714
4	7173340	7174049	Chr11	14764768	14764063
9	12021695	12022567	Chr09	9967667	9968547
1	40980996	40985788	Chr01	40421117	40425927
11	13232568	13251821	Chr11	12841232	12860534
7	23392377	23400741	Chr07	22582240	22590693
2	1186127	1186428	Chr02	1193743	1194046
4	1456641	1456927	Chr04	1391432	1391711
4	4255407	4256431	Chr04	4480180	4481202
3	10557979	10558177	Chr03	10787446	10787644
6	13755443	13755863	Chr11	18245610	18245199
5	16662518	16692263	Chr05	15552444	15582200
2	2647592	2653237	Chr02	2710229	2715876
9	17122538	17171074	Chr09	15387841	15436443
11	2802912	2803581	Chr12	11188788	11188135
1	40493247	40498894	Chr01	39907352	39912974
3	28446374	28453060	Chr05	17208981	17202289
2	11449543	11454519	Chr04	23260024	23255095
2	16232371	16244897	Chr02	16812734	16825285
1	561479	561640	Chr01	682401	682562
10	19377835	19419201	Chr10	19483125	19524458
12	14859880	14871206	Chr12	465150	476442
10	3652791	3655935	Chr08	1786655	1783504
9	9377946	9380544	Chr09	3730385	3733019
9	14798734	14798926	Chr01	19852159	19852351
12	23709934	23711727	Chr12	22245692	22247485
11	1092213	1094899	Chr11	1067560	1070245
10	18029251	18057239	Chr10	18115063	18142992
5	4005270	4024285	Chr05	3497370	3516407
8	12771932	12773352	Chr05	1435163	1436581
1	18830366	18862241	Chr01	18541296	18573175
12	2938131	2939776	Chr12	3038547	3040200
8	14882732	14886335	Chr08	16160965	16164601
10	7389985	7390151	Chr10	8624553	8624387
12	8917319	8954117	Chr12	9451022	9487835
12	10216873	10218781	Chr12	10547419	10549328
2	28814656	28815492	Chr08	21733668	21732834
7	8378568	8423106	Chr07	7764397	7808882
10	8222810	8234824	Chr10	7608389	7620422
6	17904220	18175784	Chr06	16184065	16455571
5	13985606	13987435	Chr08	11069950	11068125
5	8264236	8264404	Chr05	7827238	7827407
12	17805084	17833323	Chr12	16756392	16784560
6	18772415	18785299	Chr06	17102600	17115487
6	16387668	16389699	Chr09	13451412	13453443
9	9352139	9352300	Chr11	24073054	24072905
2	16306159	16315033	Chr09	18656636	18647740
11	21588379	21589058	Chr11	5620665	5621346
1	12327720	12331086	Chr01	12511691	12515058
3	24025752	24030564	Chr03	23211249	23216059
8	4264568	4264812	Chr08	7015237	7014993
2	33192817	33193670	Chr02	33821198	33822028
2	8202246	8206754	Chr02	8482691	8487158
1	33629850	33641247	Chr01	32933976	32945316
11	29691204	29691436	Chr11	27236900	27237140
11	7716838	7724745	Chr11	7424748	7432644
12	14937423	14938133	Chr12	14642733	14643443
4	28913517	28916133	Chr11	3872629	3875240
2	17323293	17326470	Chr02	18006833	18010007
9	4053763	4054037	Chr09	3757074	3757344
1	40416387	40419212	Chr12	21454701	21451879
5	7304158	7308539	Chr05	6746353	6750734
3	13321447	13330086	Chr10	8796072	8804698
2	18238241	18244650	Chr02	18788149	18794570
11	11098119	11098671	Chr11	10211033	10211585
4	3054749	3055128	Chr04	3281463	3281843
8	10956106	10960582	Chr07	20346861	20351326
5	10994454	10995584	Chr04	15616997	15618095
11	11233105	11236660	Chr05	4421095	4417540
12	3545408	3578047	Chr12	3656390	3689030
6	594987	595343	Chr06	579688	580044
11	8396765	8397909	Chr11	7873211	7874310
1	5132414	5134913	Chr01	5517947	5520432
12	8145766	8149267	Chr12	23150264	23146792
3	30271978	30272108	Chr01	31914529	31914400
6	20065794	20065941	Chr06	25660219	25660366
3	17101054	17101692	Chr03	18684863	18684225
2	2894503	2898800	Chr02	2946073	2950340
1	15592234	15719694	Chr01	15652924	15780381
12	7978834	7990087	Chr12	8448119	8459403
4	20515601	20516545	Chr04	16499454	16500395
7	17387058	17387195	Chr07	17331140	17331002
3	23266457	23268113	Chr03	22268632	22270288
2	6004397	6073095	Chr02	6001273	6070065
9	9537451	9540606	Chr02	24085938	24089090
4	16325222	16325699	Chr04	15298413	15298853
11	17575230	17578325	Chr11	17451825	17454919
12	11550137	11598338	Chr12	12013424	12061578
10	3228798	3234291	Chr10	3525455	3530999
4	992059	993737	Chr04	1223931	1225645
12	12482780	12508211	Chr12	12709256	12734706
5	5792359	5793107	Chr05	5194344	5195092
6	626108	630485	Chr06	617015	621391
10	12372196	12372566	Chr10	12115495	12115860
10	20901776	20901929	Chr05	1750335	1750182
1	2044904	2045015	Chr01	2090288	2090399
4	1524976	1525089	Chr04	1448267	1448384
11	16340122	16344818	Chr11	23460821	23465520
4	15821514	15825771	Chr04	3184094	3188347
3	16007813	16017219	Chr03	16024388	16033625
1	27710940	27714171	Chr08	12777807	12781039
11	18660494	18671913	Chr11	18589423	18600880
11	16963831	16965014	Chr11	16735492	16734307
12	23667259	23679119	Chr12	22202608	22214468
12	14064695	14065730	Chr12	14436570	14437581
2	367829	367960	Chr02	388686	388817
9	8184238	8188693	Chr09	6776222	6780665
6	10462267	10462595	Chr06	7022650	7022323
12	24038279	24038507	Chr12	22584660	22584890
9	2323940	2337611	Chr09	2427924	2441537
9	7614709	7636351	Chr09	6430899	6452536
11	15447932	15449452	Chr11	15368232	15369738
10	21998273	21998995	Chr04	9583170	9582445
1	36090497	36090835	Chr08	6918820	6919160
4	7160313	7161058	Chr09	4899665	4898913
8	7343588	7344924	Chr08	7020327	7021660
11	16031952	16032328	Chr11	21687461	21687104
6	14965043	14966196	Chr06	13791851	13793005
4	19539317	19540699	Chr04	18815310	18816695
12	7563127	7564086	Chr12	7469019	7469972
8	15065257	15068136	Chr08	16358673	16361613
6	15511069	15529970	Chr06	14020760	14039746
12	24351968	24352515	Chr12	11471881	11471335
4	12830254	12830734	Chr04	5735411	5734931
1	9895598	9909461	Chr01	10156137	10170024
11	10626633	10628736	Chr12	10606919	10609014
3	20932932	20954638	Chr03	20100899	20122501
11	28399812	28400690	Chr11	27250106	27250989
6	10274627	10274999	Chr06	8765281	8765673
12	16731183	16738791	Chr12	15589364	15596983
3	14410990	14412916	Chr03	14367408	14369332
8	1646087	1647027	Chr11	16823727	16822783
11	10330044	10336372	Chr11	9501635	9507855
12	13719832	13720044	Chr10	7430603	7430825
7	25753913	25757733	Chr07	24735997	24739854
9	3835818	3836129	Chr09	3533766	3533455
9	11094860	11095452	Chr09	8942322	8942918
2	17478421	17478693	Chr02	18141719	18141986
7	21242304	21457694	Chr07	20330539	20545920
6	15379813	15380179	Chr06	18821255	18820884
11	12952893	12955810	Chr11	5880025	5882940
1	25245012	25245255	Chr04	27364079	27363835
1	23229240	23229678	Chr01	22190460	22190917
12	17007883	17012783	Chr12	11432669	11437569
1	20771241	20771467	Chr08	2655380	2655605
1	12778069	12779631	Chr01	12822970	12821384
3	23355522	23358632	Chr03	22372013	22375126
4	4661432	4661743	Chr04	4845469	4845763
11	21784486	21809851	Chr11	20960027	20985297
1	16665167	16679702	Chr01	16485749	16500237
3	12456245	12460160	Chr11	18993121	18997033
11	16083239	16086562	Chr11	14302595	14299319
3	7834043	7908854	Chr03	8038036	8112871
2	8333990	8347489	Chr02	8591346	8604831
11	29644986	29645660	Chr11	16541668	16540991
7	8609920	8610398	Chr07	7972502	7972982
2	33967039	34016972	Chr02	34583843	34633805
7	5551921	5552126	Chr07	17561459	17561664
2	19423082	19427603	Chr02	20068649	20073151
8	15349548	15350729	Chr08	16556942	16558122
10	8966285	8967925	Chr10	8287142	8288779
10	2257362	2266241	Chr10	2448359	2457314
8	14309071	14309372	Chr01	26391835	26391532
11	2273751	2275715	Chr11	2289357	2291322
10	4117920	4118283	Chr04	29012983	29012623
10	5794005	5794535	Chr10	6180691	6181218
1	3442712	3445121	Chr01	3502582	3504991
12	13862230	13865016	Chr12	14148683	14151520
1	39662993	39668306	Chr01	39191934	39197210
6	8219288	8219921	Chr10	6573309	6572663
11	13769006	13773651	Chr07	6766549	6761909
3	30303285	30304276	Chr03	27825592	27826585
1	41002692	41005353	Chr01	40445854	40448516
1	20452290	20452636	Chr01	2367170	2367515
10	5881528	5882095	Chr04	1394698	1394119
5	3851183	3851421	Chr05	3346486	3346724
12	13390483	13406613	Chr12	13669062	13685114
11	19832676	19833779	Chr04	7526164	7525070
11	14031644	14035177	Chr11	13989570	13993100
11	26576578	26577241	Chr11	25743659	25744323
10	8511965	8513521	Chr10	7939729	7941285
12	14253798	14255062	Chr12	11518981	11520248
4	27615829	27616097	Chr04	28823634	28823366
11	9577873	9578380	Chr11	7629478	7628972
9	3269792	3274255	Chr05	10674210	10669766
9	2898763	2901683	Chr09	2559514	2562434
8	18913024	18919349	Chr08	20120949	20127234
2	17191047	17198162	Chr02	17918785	17925892
4	19409432	19409757	Chr04	18702310	18702634
11	29697687	29699168	Chr11	27246471	27247955
11	21035458	21041471	Chr11	20258084	20264171
3	33515088	33515821	Chr03	30680449	30681181
11	27060941	27062004	Chr11	26093700	26094803
10	23015922	23025314	Chr10	23290124	23299534
10	16520148	16562686	Chr10	16555513	16598009
5	1428048	1428289	Chr05	953111	953351
4	3874196	3884999	Chr04	3799840	3810621
9	698188	701984	Chr09	951019	954810
7	16059770	16062087	Chr07	15238190	15240522
8	17107783	17108635	Chr08	18354057	18354906
8	7697480	7698474	Chr08	7356139	7357142
10	1839435	1841012	Chr10	2127851	2129451
6	8210289	8213687	Chr11	14500239	14503609
12	15583188	15586838	Chr12	14924020	14927565
11	2532227	2532510	Chr11	2539596	2539863
7	15121174	15122684	Chr05	5837913	5839421
5	20704965	20718016	Chr05	19220430	19233479
3	19278880	19283182	Chr03	18615269	18619585
8	6620429	6620951	Chr08	7445521	7444998
8	17137868	17140230	Chr08	18394846	18397231
9	17783259	17786963	Chr09	16025709	16029471
5	3140994	3144576	Chr05	2816185	2819838
12	8640348	8640584	Chr05	18485936	18486170
7	26897553	26905388	Chr07	25860958	25868780
8	18804629	18806929	Chr12	14783391	14781095
6	4610336	4611716	Chr06	3818446	3819842
8	26083356	26163654	Chr08	27177711	27258012
9	9906972	9907468	Chr09	7904752	7905260
1	4815252	4817597	Chr01	5224035	5226378
3	18334104	18334358	Chr03	14978705	14978451
6	16497364	16500685	Chr04	9930238	9926913
12	11393731	11396722	Chr12	13974772	13977761
1	18009395	18027717	Chr01	17724255	17742560
10	21688981	21717648	Chr10	21824197	21852936
8	5369621	5377491	Chr08	4986981	4994857
10	7657579	7663226	Chr03	19167304	19161629
2	17641844	17642143	Chr02	18201816	18202115
4	3246080	3246331	Chr04	11734796	11735046
5	1217235	1221969	Chr05	1172052	1176790
1	18034344	18047839	Chr01	17748279	17761769
11	13871096	13871432	Chr11	6707109	6706803
11	30140839	30141593	Chr11	25825198	25825952
8	3586804	3590507	Chr08	6235897	6232214
6	12059927	12252009	Chr06	10572012	10764104
9	12019859	12021733	Chr09	9965796	9967666
4	4395365	4397002	Chr04	4616425	4618098
8	5577820	5586520	Chr08	5153311	5161989
4	28737544	28737777	Chr04	18592098	18591866
6	14129216	14132220	Chr10	6580122	6583111
12	21715640	21716220	Chr12	20254825	20255407
5	2081684	2084023	Chr05	1737993	1740327
9	19808792	19809179	Chr06	954229	953835
3	25736670	25737374	Chr08	7226796	7227486
5	10136229	10141409	Chr03	23436717	23431517
6	9441121	9443178	Chr02	17331034	17333107
11	12139106	12141818	Chr05	15734520	15731820
4	747619	753755	Chr04	15163080	15156916
12	24437100	24438853	Chr12	23328486	23330260
5	737813	738983	Chr05	753506	754679
6	15799146	15803001	Chr06	18817053	18820909
8	6871412	6872092	Chr08	5570766	5571443
12	24429604	24430281	Chr12	23321527	23322176
10	16394700	16400820	Chr10	16411011	16417093
8	11662995	11663428	Chr04	8449421	8448988
1	16565685	16569306	Chr03	22829450	22825818
8	10632090	10633130	Chr06	15353130	15354170
2	11012248	11082526	Chr02	11589729	11660009
6	15607550	15608332	Chr06	14134816	14135598
4	27239082	27242285	Chr04	26779356	26782547
6	20046747	20047391	Chr06	18393962	18394605
7	8313872	8314368	Chr04	920479	920980
5	4780009	4780522	Chr05	4261813	4262305
3	33567373	33567793	Chr03	30741410	30741830
12	7945353	7950325	Chr12	8428451	8433437
4	3058794	3059691	Chr09	17671787	17670888
4	7484527	7485436	Chr04	2538504	2537596
5	7217645	7218562	Chr05	26679772	26680689
4	2174349	2175197	Chr04	3992688	3991814
4	14982751	14985433	Chr04	14143381	14146047
11	3477352	3485687	Chr11	3460366	3468707
11	14026437	14027021	Chr11	13983479	13984084
4	10019915	10028020	Chr03	13108391	13116484
3	19611154	19611930	Chr03	19101779	19101000
9	1542606	1553027	Chr09	1662982	1673376
6	22990055	23039823	Chr06	21820561	21870385
6	7469160	7472150	Chr06	6947276	6950205
8	4484755	4487246	Chr08	4049047	4051564
4	13695944	13696608	Chr04	6093869	6094534
11	7713342	7713748	Chr11	7409671	7410092
10	5681435	5681896	Chr10	4497317	4496836
7	8960276	8961657	Chr08	13792347	13790954
1	461486	478495	Chr01	483833	500838
9	15847073	15849044	Chr09	14088294	14090265
4	26068506	26071482	Chr11	16526875	16529846
2	20062763	20071683	Chr02	27100606	27091689
2	19707567	19712676	Chr02	20374038	20379146
11	157609	166113	Chr11	85241	93736
8	6113213	6115198	Chr08	5346636	5348623
4	17737535	17746091	Chr04	17075803	17084389
10	7514748	7522236	Chr10	7133899	7141442
6	4607238	4608453	Chr06	22041841	22043046
8	11065679	11068823	Chr03	22596790	22599935
11	9477540	9485021	Chr01	17900425	17892921
11	13127541	13128660	Chr01	17757580	17758706
2	17890066	17902376	Chr02	18410854	18423164
2	8718556	8719345	Chr02	8782509	8781722
4	4460020	4476487	Chr04	4674236	4690688
4	19607654	19608919	Chr04	18899140	18900392
11	17107532	17108851	Chr11	16951762	16953061
12	10605515	10616349	Chr12	10944058	10954884
7	745385	748228	Chr07	312032	314877
1	18217713	18218178	Chr11	21681891	21681425
10	7051396	7052823	Chr10	6934720	6936149
4	5335382	5335556	Chr05	5019645	5019820
4	18042012	18048223	Chr04	17379802	17385958
4	29524994	29528946	Chr04	29175320	29179241
3	101	10083	Chr03	110564	120555
10	14104759	14105998	Chr12	18728676	18727364
12	10361617	10369824	Chr12	10695696	10703927
2	33552462	33553999	Chr02	34153398	34154934
2	19346890	19347156	Chr08	16739569	16739835
3	15128692	15128862	Chr03	15080335	15080502
4	19623716	19626116	Chr02	7933564	7931145
12	8858147	8859481	Chr12	9402907	9404215
1	23622066	23648871	Chr01	22589319	22616145
1	562711	564384	Chr01	682558	684283
6	16576626	16903016	Chr06	15039193	15365497
7	1164492	1167766	Chr08	5851256	5848013
2	19938460	19939268	Chr02	20609141	20609971
1	18087220	18102088	Chr01	17790675	17805540
5	28952443	28955412	Chr05	7818098	7821065
3	18726194	18728860	Chr04	7090086	7087412
3	2040137	2040218	Chr03	2328992	2329073
8	15980208	15980544	Chr08	17194478	17194817
8	13435630	13435925	Chr05	11600870	11600576
9	17207680	17218087	Chr09	15497773	15508193
9	19570210	19586911	Chr09	17791696	17808389
